iter,v1,v2,v3,v4,v5,fitness,p1,p2,p3,p4,p5,time
179,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
180,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
181,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
182,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
183,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
184,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
185,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
186,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
187,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
188,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
189,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
190,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
191,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
192,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
193,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
194,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
195,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
196,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
197,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
198,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
199,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
200,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
201,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
202,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
203,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
204,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
205,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
206,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
207,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
208,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
209,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
210,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
211,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
212,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
213,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
214,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
215,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
216,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
217,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
218,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
219,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
220,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
221,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
222,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
223,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
224,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
225,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
226,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
227,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
228,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
229,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
230,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
231,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
232,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
233,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
234,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
235,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
236,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
237,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
238,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
239,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
240,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
241,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
242,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
243,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
244,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
245,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
246,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
247,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
248,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
249,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
250,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
251,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
252,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
253,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
254,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
255,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
256,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
257,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
258,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
259,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
260,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
261,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
262,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
263,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
264,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
265,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
266,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
267,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
268,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
269,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
270,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
271,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
272,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
273,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
274,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
275,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
276,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
277,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
278,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
279,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
280,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
281,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
282,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
283,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
284,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
285,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
286,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
287,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
288,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
289,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
290,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
291,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
292,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
293,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
294,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
295,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
296,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
297,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
298,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
299,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
300,3.0,3.0,30.0,3.3,10.0,25991.75336565163,3929.6829098866833,5845.167008960135,5845.167318018389,5185.870332801841,5185.865795984585,0.00
