iter,v1,v2,fitness,p1,time
34,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
35,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
36,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
37,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
38,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
39,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
40,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
41,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
42,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
43,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
44,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
45,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
46,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
47,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
48,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
49,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
50,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
51,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
52,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
53,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
54,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
55,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
56,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
57,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
58,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
59,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
60,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
61,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
62,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
63,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
64,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
65,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
66,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
67,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
68,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
69,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
70,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
71,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
72,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
73,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
74,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
75,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
76,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
77,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
78,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
79,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
80,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
81,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
82,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
83,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
84,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
85,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
86,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
87,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
88,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
89,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
90,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
91,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
92,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
93,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
94,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
95,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
96,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
97,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
98,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
99,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
100,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
101,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
102,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
103,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
104,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
105,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
106,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
107,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
108,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
109,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
110,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
111,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
112,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
113,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
114,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
115,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
116,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
117,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
118,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
119,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
120,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
121,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
122,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
123,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
124,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
125,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
126,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
127,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
128,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
129,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
130,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
131,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
132,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
133,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
134,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
135,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
136,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
137,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
138,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
139,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
140,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
141,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
142,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
143,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
144,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
145,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
146,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
147,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
148,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
149,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
150,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
151,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
152,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
153,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
154,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
155,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
156,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
157,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
158,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
159,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
160,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
161,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
162,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
163,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
164,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
165,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
166,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
167,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
168,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
169,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
170,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
171,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
172,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
173,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
174,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
175,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
176,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
177,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
178,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
179,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
180,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
181,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
182,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
183,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
184,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
185,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
186,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
187,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
188,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
189,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
190,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
191,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
192,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
193,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
194,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
195,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
196,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
197,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
198,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
199,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
200,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
201,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
202,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
203,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
204,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
205,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
206,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
207,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
208,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
209,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
210,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
211,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
212,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
213,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
214,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
215,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
216,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
217,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
218,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
219,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
220,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
221,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
222,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
223,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
224,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
225,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
226,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
227,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
228,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
229,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
230,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
231,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
232,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
233,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
234,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
235,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
236,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
237,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
238,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
239,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
240,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
241,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
242,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
243,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
244,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
245,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
246,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
247,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
248,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
249,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
250,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
251,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
252,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
253,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
254,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
255,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
256,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
257,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
258,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
259,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
260,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
261,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
262,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
263,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
264,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
265,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
266,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
267,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
268,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
269,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
270,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
271,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
272,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
273,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
274,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
275,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
276,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
277,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
278,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
279,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
280,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
281,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
282,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
283,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
284,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
285,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
286,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
287,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
288,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
289,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
290,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
291,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
292,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
293,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
294,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
295,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
296,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
297,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
298,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
299,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
300,2.5,2.0,1949.1433741755322,1949.1433741755322,0.01
