v1,v2,v3,v4,v5,fitness,p1,p2,p3,p4,p5
25.0,25.0,29.6,3.0,30.0,23804.109638752576,7298.499125793062,3531.1990624006153,3531.2097827077623,4721.603991636158,4721.597676214977
25.0,23.4,30.0,3.0,13.0,23338.632524686866,3619.945879044043,3928.696459744442,3928.6937599522716,5930.643086471556,5930.653339474552
3.0,25.0,24.1,3.2,30.0,22218.65461056777,5203.534014500744,5347.369758953831,5347.378295802613,3160.187891587688,3160.184649722894
3.0,22.9,30.0,3.0,30.0,23603.29565866478,5850.510300077397,5308.627934214151,5308.6424557159335,3567.7571931523617,3567.7577755049388
3.0,25.0,29.9,4.0,30.0,23359.107396880983,6127.801731344358,4969.113190202878,4969.110361202054,3646.541036734148,3646.5410773975445
25.0,24.5,27.8,3.4,24.3,22409.180482044016,6088.03076366747,3196.7083331835397,3196.7074455189377,4963.86395840579,4963.869981268277
25.0,13.6,30.0,3.0,20.4,15637.961143779803,3692.5795285973227,4469.000221691452,4469.003478598574,1503.6892519782764,1503.6886629141788
25.0,23.8,29.1,3.2,10.2,22209.872930633293,3886.1874222838146,3323.272978033844,3323.2773922120045,5838.566880717259,5838.56825738637
3.0,25.0,29.9,3.7,20.2,23303.04708156934,6790.134245045154,4139.025659512483,4139.023581835434,4117.428634577279,4117.43496059899
3.0,25.0,30.0,3.0,18.6,23680.132551829625,6845.102227389015,4260.159520571497,4260.155043560472,4157.351223029169,4157.364537279474
14.0,21.7,29.5,3.9,9.1,21254.158716812184,4839.758492941842,2983.484797138602,2983.4848277721453,5223.711728803111,5223.718870156485
4.4,25.0,30.0,4.8,17.3,21757.520532612485,6148.021375711148,3530.6467097492373,3530.6454501916505,4274.103683323306,4274.103313637143
13.2,3.8,30.0,3.4,3.8,-2400000.0000000005,0.0,0.0,0.0,0.0,0.0
25.0,24.5,27.6,3.1,29.1,23471.7015380313,7057.983213829588,3515.5151770022394,3515.5235867033475,4691.338483720809,4691.341076775312
22.2,24.3,29.9,3.6,30.0,23799.585487299915,6740.3346312764015,3370.5861624260824,3370.5958036365514,5159.034360038113,5159.034529922767
25.0,22.4,30.0,3.5,25.3,23716.530058937886,6238.146640362402,3218.340450332058,3218.343876206091,5520.847490779401,5520.851601257935
14.0,25.0,29.8,3.0,23.9,15197.357546874235,380.40698047308695,3204.8562323740402,3204.8504726038764,4203.616272074143,4203.627589349087
22.2,23.7,30.0,3.5,26.2,23005.834487729408,6067.201838696229,3070.4998989802907,3070.4981822593904,5398.815544841572,5398.819022951924
25.0,25.0,27.8,3.3,18.4,22122.90105430507,5262.433947104455,3582.6129877086537,3582.62092926254,4847.615826014243,4847.617364215182
25.0,25.0,30.0,3.0,0.0,-10000000.0,0.0,0.0,0.0,0.0,0.0
12.8,25.0,27.8,3.0,25.8,15203.169060746877,124.62503030613846,3525.713064317983,3525.701472327481,4013.556147389984,4013.573346405291
25.0,14.2,30.0,3.0,21.5,16814.52763353576,3991.588266568924,4433.7639161066845,4433.772281280064,1977.7024095152706,1977.7007600648171
25.0,20.8,29.6,4.8,28.3,23967.745375419538,6345.632355006858,3067.8686092867792,3067.8740559587773,5743.179777146721,5743.190578020405
6.1,13.2,30.0,3.9,18.6,14574.891809879104,5049.010939479555,4118.017640352429,4118.023606583731,644.9204760806083,644.9191473827805
18.1,25.0,27.2,3.0,29.4,20289.331721384515,4611.880082980396,3246.8257156437276,3246.8289261536597,4591.898940065586,4591.8980565411475
3.0,12.8,29.9,3.0,16.7,15973.11416729315,6411.67157610776,4502.437793543689,4502.450946501608,278.27797773425624,278.27587340583665
3.0,3.0,30.0,3.6,9.4,-1161741.057093412,0.0,0.0,0.0,0.0,0.0
3.0,13.3,29.9,4.2,8.8,-2237117.351060384,0.0,0.0,0.0,0.0,0.0
14.0,24.7,30.0,3.6,15.8,16670.206672064407,1030.2096770764072,3284.9273890685836,3284.9312280629492,4535.068158328811,4535.070219527657
25.0,25.0,30.0,3.3,27.9,23420.499732413955,6762.847822894106,3340.8108864414344,3340.8140248324785,4988.011722795053,4988.01527545088
3.0,25.0,24.1,3.0,28.8,22329.39143721404,5431.869187695255,5304.326427206493,5304.321862688718,3144.435361185707,3144.438598437863
14.0,24.2,30.0,3.1,30.0,16498.926919725905,1038.898247178612,3350.6607349273368,3350.665860345003,4379.354910898256,4379.347166376696
25.0,22.5,29.9,3.5,30.0,24542.699539656605,7144.824280140163,3385.286989539953,3385.2904010456973,5313.647906630336,5313.649962300455
3.0,14.2,29.4,3.8,26.0,21273.125252615224,6111.514626593852,6046.718888009776,6046.720362034091,1534.0843791264306,1534.0869968510756
3.0,25.0,29.8,3.0,13.0,23739.617840837996,5896.775487552651,4313.956440199961,4313.950909688858,4607.4654885606515,4607.469514835876
13.9,25.0,29.9,3.2,30.0,15883.752230378701,895.4403897003899,3371.3304588884416,3371.333668384744,4122.821559940326,4122.8261534648
3.0,3.2,21.5,25.0,28.2,22812.59661604292,6725.046716602377,4271.560322567703,4271.560532330668,3772.2128861529777,3772.2161583891925
24.6,14.1,29.9,3.1,21.7,16815.019812206854,3978.7095007926437,4416.856989784949,4416.8619057844935,2001.2967404426704,2001.2946754020995
25.0,24.8,30.0,3.3,28.1,23602.04283554172,6812.029398940664,3356.0515029901267,3356.053086554266,5038.955184461216,5038.953662595447
23.0,22.0,30.0,3.2,7.4,23698.312005382213,5656.922951762941,2781.1681133888374,2781.1651163303018,6239.522125177879,6239.5336987222545
15.0,23.3,29.4,3.1,26.4,17641.471356163383,1608.2965225477765,3136.2730690052335,3136.271588863912,4880.309957113806,4880.320218632656
25.0,25.0,30.0,3.0,25.8,22930.890262627618,6482.939887621713,3220.682326786963,3220.6755830272796,5003.293502481785,5003.298962709881
24.6,25.0,28.8,3.0,19.6,22453.605120719352,5631.080633127077,3438.0020631340635,3438.011798713747,4973.249641527531,4973.260984216931
24.6,23.5,29.8,3.6,26.4,23716.308003536673,6448.2564778258275,3192.708670364263,3192.708916932,5441.311406116901,5441.32253229768
3.0,3.0,21.5,25.0,22.8,21067.8138923595,5769.1974457057195,4179.100740159881,4179.1202978770425,3470.2023403114854,3470.193068305369
14.0,24.7,27.8,3.1,30.0,16569.262823136334,1173.0715173435274,3448.3973521439875,3448.4025719847705,4249.692675490426,4249.698706173622
3.1,24.4,30.0,3.0,27.0,23881.844134409173,6807.390863488596,4914.597791062068,4914.596807137774,3622.6250040440846,3622.6336686766476
14.0,21.1,30.0,3.7,26.9,17524.26245442747,839.4558938601806,3296.988530796925,3296.9862723840365,5045.416296973994,5045.415460412335
13.2,24.4,30.0,3.0,4.7,-599999.9999999997,0.0,0.0,0.0,0.0,0.0
4.9,25.0,30.0,3.0,24.6,22131.90898360463,6671.13769383169,4179.329564156489,4179.313126831243,3551.0622778821667,3551.066320903042
3.0,24.2,25.8,14.0,30.0,14729.448384914573,3606.094123271666,562.831650487332,562.8319099565175,4998.842238721395,4998.848462477661
3.0,14.7,30.0,3.6,20.0,18493.410898444694,6632.0459523570835,4568.012708345138,4568.028701755468,1362.6608070680966,1362.662728918908
14.0,15.3,30.0,3.2,30.0,17386.38875833132,1359.3834385520713,4740.95440154864,4740.963138433564,3272.5412941554073,3272.5464856416365
22.2,23.9,29.9,3.3,25.7,22781.581614130984,6025.972695438787,3070.8128895118384,3070.8125269045595,5306.992719357672,5306.990782918129
14.2,25.0,27.6,3.1,30.0,16559.085885207343,1313.196813659834,3427.1228108026044,3427.1255998990723,4195.818252515345,4195.8224083304885
3.2,21.7,30.0,3.6,15.0,23488.05764389691,6711.677317084883,3870.1366410566056,3870.140281224712,4518.045969167014,4518.057435363696
23.2,24.2,28.9,3.0,30.0,23926.243522369972,7196.252732647314,3503.0464386228095,3503.050224015349,4861.944544727349,4861.949582357153
3.0,13.8,29.7,4.2,6.8,-6189858.798694345,0.0,0.0,0.0,0.0,0.0
25.0,20.8,30.0,4.9,28.5,24043.10422946432,6348.270643241418,3014.038753998488,3014.050230541279,5833.367281171658,5833.377320511479
25.0,23.1,27.6,3.2,16.7,22646.72001497655,4909.8981244005545,3807.660250520617,3807.667244903429,5060.742895887045,5060.751499264903
3.0,20.2,30.0,4.2,27.1,23667.072558137443,6136.133786391437,4788.684685949152,4788.677473318029,3976.7790306795687,3976.797581799254
14.0,25.0,29.6,3.0,30.0,15979.586408480358,1022.7866156588478,3385.777179438812,3385.781755113769,4092.617735715996,4092.6231225529345
3.0,22.0,21.5,3.0,25.2,20788.988944807734,4610.347152952264,4544.374267019417,4544.3598201664445,3544.951782256676,3544.9559224129325
3.0,24.6,29.9,3.0,27.6,23897.29172424511,6650.545488951343,5048.800097323528,5048.7933459273345,3574.5715166956297,3574.581275347278
13.1,20.8,29.8,3.8,30.0,17373.11292731359,640.5930280623701,3580.748711208151,3580.760164490461,4785.503261702389,4785.507761850216
24.6,23.3,30.0,3.8,25.8,23623.868146658453,6300.971765434419,3106.3329524662363,3106.333102682198,5555.112891550725,5555.117434524872
25.0,23.4,30.0,3.0,28.4,24285.64626323279,6991.657582087913,3429.7190256172394,3429.7225723665156,5217.272512845889,5217.274570315234
23.6,22.2,30.0,3.3,22.9,23097.005813507123,5856.056124467732,3182.0642996820834,3182.0658223370965,5438.409553558932,5438.410013461277
25.0,25.0,30.0,3.2,28.1,23470.25150402089,6832.205105563252,3367.549144849884,3367.5503336635225,4951.46947381162,4951.477446132607
25.0,25.0,27.7,3.0,30.0,23403.724539592054,7264.686247449123,3594.6925559132706,3594.6953536369565,4474.8225647315985,4474.827817861108
4.4,3.0,29.8,3.6,15.8,24356.475096390943,6115.193260521822,4573.142288200488,4573.146848743978,4547.495470174633,4547.497228750025
3.0,14.2,30.0,3.6,21.3,18693.84997519429,6770.886077082709,4728.240199260759,4728.2491421778195,1233.236238080229,1233.2383185927767
12.6,22.2,30.0,3.6,30.0,16647.6653595841,329.95599432792676,3596.231224288264,3596.2352402883284,4562.620553042236,4562.622347637348
25.0,24.2,28.8,3.0,28.2,23673.439162358878,6944.360896821882,3425.5073384235834,3425.5024003617705,4939.0278714424285,4939.040655309215
25.0,22.4,28.9,3.0,30.0,24570.145287921994,7323.245724955433,3641.8018796149054,3641.808533075382,4981.638142075199,4981.651008201076
23.6,22.0,29.8,3.0,29.4,24628.881644912606,7111.1407118716925,3564.5832660843216,3564.586187925203,5194.281385723686,5194.2900933077035
25.0,23.4,30.0,3.0,23.0,23257.70015015349,6115.919212430937,3207.3117243564534,3207.307313304484,5363.580139990066,5363.581760071553
3.0,3.0,30.0,4.2,12.1,25094.037177425813,4445.227770617274,5130.302797542385,5130.307149267847,5194.10080821305,5194.098651785257
22.2,3.2,28.8,3.2,7.0,22942.02690405654,2480.4691486125403,4704.902309066173,4704.901808670582,5525.877193504711,5525.876444202535
25.0,25.0,29.7,3.0,27.1,23152.835979011375,6704.327188379105,3311.6181057524864,3311.6138363686587,4912.636348656761,4912.640499854364
25.0,11.6,29.9,3.3,3.3,-3400000.0000000005,0.0,0.0,0.0,0.0,0.0
3.0,25.0,30.0,3.4,16.0,23797.65362256175,6406.161269164094,4298.479048149786,4298.478528176751,4397.266954782148,4397.267822288971
23.6,25.0,29.9,3.0,30.0,23717.476404971036,7199.669263854617,3475.8783946966632,3475.8844613619995,4783.021546430118,4783.02273862764
13.3,25.0,30.0,3.4,30.0,15506.066834265881,522.2004990528264,3458.745474283101,3458.7547756233125,4033.183659032438,4033.1824262742034
3.4,23.9,30.0,3.4,13.5,24005.22742537052,6246.851394891053,4172.29417828825,4172.2871386117995,4706.891805436437,4706.902908142983
25.0,23.9,30.0,3.0,15.6,23522.071149291332,4814.215814746189,3754.804205338442,3754.8049313247234,5599.114052402949,5599.1321454790295
3.0,14.2,30.0,3.2,2.9,-18386223.258500546,0.0,0.0,0.0,0.0,0.0
25.0,12.4,29.6,3.0,21.4,14347.33893410673,3585.555699049178,4291.492014018679,4291.497336192035,1089.3972667143978,1089.396618132442
3.0,25.0,29.8,3.2,15.3,23767.765666324212,6356.705601476507,4305.486381476015,4305.483112763083,4400.041734984327,4400.048835624281
25.0,19.2,30.0,3.2,26.8,23492.00145791899,6149.021229952694,3772.245461423215,3772.2475702695956,4899.240680422042,4899.246515851441
3.0,24.8,24.1,3.0,30.0,22157.00809424797,5156.078549628622,5370.075919469276,5370.078967289413,3130.3868546720114,3130.387803188647
3.0,24.0,30.0,3.0,24.3,23755.39801278894,7109.235298113445,4439.01838890217,4439.0091391500255,3884.067804107595,3884.067382515707
25.0,22.0,29.6,3.6,30.0,24535.692024563377,7096.444263175274,3421.052527188431,3421.053399123113,5298.566213084878,5298.575621991684
3.0,24.2,30.0,3.9,20.2,23425.672498451997,6805.300066966519,3999.3415358935736,3999.343291123824,4310.844232263327,4310.843372204753
3.0,3.0,30.0,3.5,6.7,-6562738.37420734,0.0,0.0,0.0,0.0,0.0
8.5,25.0,29.4,3.0,0.0,-19000000.0,0.0,0.0,0.0,0.0,0.0
23.1,22.2,29.9,3.0,30.0,24677.222068595132,7175.946715646182,3567.1438223632845,3567.1429388383026,5183.488700885973,5183.499890861391
3.0,3.0,30.0,3.0,21.3,-2600000.0000000014,0.0,0.0,0.0,0.0,0.0
3.0,23.1,29.6,4.1,14.4,23364.061002045157,6076.478787603927,3947.037131880535,3947.031656178663,4696.755506114576,4696.757920267455
12.6,25.0,30.0,3.0,13.5,16788.447392759383,1536.5325516710323,3355.1851439754896,3355.1796406274652,4270.770937391382,4270.7791190940125
3.0,3.2,29.9,3.5,12.2,25396.41935018541,4576.672648666075,5172.0807464956115,5172.0775008469245,5237.7951525499175,5237.79330162688
25.0,22.6,29.0,4.2,9.2,22247.035191737225,4855.989446159929,2781.5148217127853,2781.5153821352155,5914.0010538128745,5914.014487916424
25.0,22.0,29.8,3.3,30.0,24553.4991895937,7181.744821989777,3467.60573257029,3467.6039962829323,5218.2756857426775,5218.268953008021
3.0,24.8,30.0,3.0,17.2,23894.83810277887,6729.057937790619,4271.858724253601,4271.859547887396,4311.026731553792,4311.035161293465
3.4,23.9,30.0,3.1,22.8,23367.78673515948,7222.905205883979,4111.490589020644,4111.475445613466,3960.9560897620404,3960.959404879351
3.0,13.0,30.0,3.6,16.6,15736.822918152877,6023.775400128494,4490.66768105696,4490.673234202512,365.854066213795,365.85253655111586
25.0,25.0,30.0,3.0,28.8,23624.062707306162,7045.241597526466,3434.045787322913,3434.0523366108255,4855.36066586878,4855.362319977175
14.8,24.3,30.0,3.2,19.9,16589.698135115745,643.1197117187071,3382.1292029098745,3382.127039921313,4591.158648136498,4591.163532429351
24.3,22.1,29.6,3.4,30.0,24543.06995589635,7175.540392724256,3437.9130100862735,3437.917179505208,5245.847339741093,5245.85203383952
24.3,25.0,30.0,3.3,28.5,23543.362215466877,6874.483229137768,3373.917828650947,3373.924154662062,4960.517596307494,4960.519406708607
25.0,23.4,30.0,3.0,30.0,24639.97441810042,7332.8011301353,3544.012680862447,3544.016798326659,5109.573507566192,5109.570301209823
25.0,24.9,30.0,3.0,5.0,22944.932959887003,5164.393540498318,2754.102513243094,2754.096176451989,6136.164837940961,6136.175891752642
14.4,23.2,29.4,3.4,28.4,17502.81452700543,1276.538906358246,3253.601134493684,3253.6040513141184,4859.53114006951,4859.539294769873
25.0,21.9,29.9,3.3,30.0,24577.83881224152,7171.052750665961,3472.8733170963455,3472.8805183936447,5230.514297689133,5230.517928396437
25.0,25.0,29.1,3.0,30.0,23709.681264492545,7299.810555768681,3554.027216815399,3554.0353955030755,4650.904825266249,4650.903271139141
3.0,15.2,30.0,3.6,23.6,20668.498338725058,6663.948982454294,5095.562225877962,5095.569894766413,1906.706957031582,1906.710278594805
15.4,11.0,29.8,3.2,23.5,10077.741918505375,574.262878393819,3858.244640190403,3858.245059959802,893.4957115394762,893.4936284218746
25.0,12.5,29.9,3.0,13.5,13095.32614208143,2105.275286990262,5109.9875126946035,5109.998987965524,385.0345543365096,385.02980009453097
25.0,12.2,30.0,3.0,30.0,-1600000.0000000014,0.0,0.0,0.0,0.0,0.0
22.3,23.5,27.6,3.4,30.0,23738.366117356167,6879.43094930941,3461.5930696718574,3461.5947934763626,4967.867125075344,4967.880179823195
25.0,22.2,29.9,3.1,4.1,-1800000.0000000007,0.0,0.0,0.0,0.0,0.0
12.6,25.0,27.8,3.8,30.0,15604.831010043676,338.2660303761905,3603.8507109039747,3603.8549513751127,4029.4316081455436,4029.427709242854
14.0,12.3,29.9,5.6,21.6,8839.535946391137,900.9687636637914,2677.2059566961375,2677.2044164456593,1292.0782238334132,1292.0785857521362
14.0,25.0,29.5,3.2,25.8,15443.93415450499,536.3602248140513,3195.610206465981,3195.605393033113,4258.177623426648,4258.180706765197
3.0,3.0,25.8,15.0,19.9,17053.526685229765,2792.7936301442182,5243.957277682021,5243.956780224176,1886.4125426530911,1886.4064545262572
15.4,25.0,29.5,3.0,26.4,16878.595812887954,1848.7531556272834,3040.039718330566,3040.0352306833533,4474.878785115734,4474.888923131017
14.0,25.0,29.9,3.8,22.6,15127.292982427598,409.7135099836742,2969.87939265099,2969.872409151523,4388.909892189484,4388.917778451927
25.0,25.0,28.6,4.2,19.6,21939.17947161418,5318.45321516886,3211.173668614221,3211.1826242482434,5099.184984582235,5099.184979000621
14.0,3.4,30.0,3.1,13.6,17963.062960531835,552.5358637272153,3735.083704337745,3735.080894563725,4970.178907397504,4970.183590505648
25.0,24.0,30.0,3.3,30.0,24473.53594738826,7227.670857367562,3500.672687861276,3500.6727412396885,5122.2544393984,5122.265221521334
3.0,3.1,30.0,3.0,4.1,-13600000.000000002,0.0,0.0,0.0,0.0,0.0
3.0,14.5,28.8,3.8,27.4,21598.240886881493,5544.069719587788,6394.6290387215295,6394.638255341978,1632.4495351202395,1632.4543381099572
10.5,14.0,30.0,4.1,23.2,12948.241913315336,1638.0205795017416,3675.5717709887754,3675.584370145067,1979.5310255786785,1979.5341671010744
3.0,22.1,30.0,4.0,30.0,23646.07914192763,5760.9848084126625,4989.909476866029,4989.915810423964,3952.6323195611208,3952.636726663852
3.9,25.0,30.0,3.2,16.6,23464.557290547207,6708.46545515171,4170.73555397988,4170.742361786405,4207.307690391369,4207.306229237844
3.0,3.0,29.8,25.0,24.0,22212.731122928737,5232.7105843159015,5372.358828379739,5372.355015391555,3117.655293607482,3117.6514012340585
25.0,4.2,28.8,3.0,13.6,18129.922921008558,2735.3662773720794,4274.732693548861,4274.729097069092,3422.544016927866,3422.5508360906583
14.2,21.4,30.0,3.1,3.0,-4000000.0,0.0,0.0,0.0,0.0,0.0
3.0,3.0,30.0,3.4,13.2,25602.795972551285,5137.388414494841,4972.542092892939,4972.551408210867,5260.159150607976,5260.154906344664
14.0,25.0,29.9,3.0,24.8,15239.795638928,444.28460151111994,3194.7361493886947,3194.7367815524703,4203.016618690092,4203.021487785624
15.4,21.4,30.0,5.4,23.8,17762.5371821791,1761.9519709609276,2335.116965936296,2335.126308052582,5665.1696172256,5665.172320003697
13.3,4.4,30.0,3.0,12.0,18826.643664537223,885.8031531191768,3954.916321205492,3954.9058910390913,5015.507238253555,5015.511060919909
25.0,21.0,29.7,3.0,25.6,23602.953139352845,6311.305029813636,3458.6976565410655,3458.702619454613,5187.11986432357,5187.12796921996
25.0,12.1,28.9,3.6,23.2,15032.410602764568,3643.1934033624375,4421.343583303973,4421.347242916753,1273.263130665236,1273.263242516169
13.2,4.1,28.8,3.0,21.8,-5828197.009554501,0.0,0.0,0.0,0.0,0.0
25.0,21.8,30.0,3.0,30.0,24882.072044205517,7261.634768379085,3677.43361035804,3677.4333763437903,5132.7847830912,5132.785506033403
25.0,23.2,30.0,3.5,6.6,23901.139581447154,5228.391040138919,3128.839848351779,3128.8380846496634,6207.53302550716,6207.537582799631
22.5,12.4,27.9,3.3,30.0,-1321670.31022313,0.0,0.0,0.0,0.0,0.0
24.9,23.1,29.8,3.2,30.0,24730.95017330515,7266.685027720602,3553.4951041141157,3553.4989107765105,5178.637010496141,5178.634120197787
25.0,13.4,30.0,3.0,16.0,14769.044732610766,2876.167811492306,5010.65328109115,5010.672913550528,935.7785890248834,935.7721374518983
3.0,15.5,29.3,3.0,8.1,-3800000.000000001,0.0,0.0,0.0,0.0,0.0
3.0,12.6,30.0,3.7,22.2,18030.541275569474,6986.467379800776,4913.854421092953,4913.849462291241,608.185242901963,608.1847694825403
25.0,24.9,30.0,3.4,29.0,23775.067687843853,6963.558552014578,3420.206664545781,3420.207423865164,4985.545558868598,4985.549488549732
3.0,24.0,30.0,3.1,25.5,23965.61925688639,6978.6546390082085,4642.933259006171,4642.921528765586,3850.550770026985,3850.559060079444
23.8,23.9,30.0,3.0,30.0,24378.081114563876,7281.65809331088,3487.876533829876,3487.8863058700053,5060.330382353004,5060.329799200111
24.5,25.0,29.6,3.0,30.0,23797.245820046053,7298.630825188563,3519.0170074391676,3519.0238077749505,4730.288941002888,4730.285238640486
25.0,24.6,28.9,3.2,27.6,23363.418174374525,6740.964938119847,3359.8443587450233,3359.842123106727,4951.378750086654,4951.388004316276
14.4,25.0,30.0,3.1,22.2,15502.722478733485,500.9582569658227,3207.0592190018942,3207.059717837921,4293.823606990954,4293.821677936891
3.0,12.9,30.0,3.7,18.0,16125.793848226003,6296.166595342836,4487.612360936649,4487.6177260064815,427.1984969730521,427.1986689669828
25.0,23.6,30.0,3.1,30.0,24599.799205139854,7296.55897325263,3530.275257903414,3530.281309788151,5121.338327456494,5121.345336739161
18.7,25.0,29.9,3.8,30.0,21066.952603991653,4883.138776745062,3168.624297946556,3168.6310252330322,4923.285393917367,4923.273110149633
3.0,4.7,30.0,3.2,12.2,23944.505143953837,4815.395130096434,4976.253213201026,4976.2485525546135,4588.305017140855,4588.303230960908
25.0,23.5,29.8,3.8,9.6,22913.990446547603,4603.98087378488,3099.021079541965,3099.0185614995485,6055.985152239451,6055.984779481757
4.4,22.9,29.9,3.4,16.0,23402.970687553065,6728.6248032048925,3933.182402477514,3933.182828075445,4403.9881472999605,4403.992506495251
3.0,3.0,30.0,3.6,12.6,25478.825212988693,4705.61897327033,5083.919258815269,5083.932376283734,5302.679116874951,5302.675487744406
3.4,14.4,30.0,3.1,3.8,-14776352.578981634,0.0,0.0,0.0,0.0,0.0
11.2,23.5,29.8,3.6,30.0,16215.825138394084,374.7189135202456,3865.5978393063097,3865.59734277486,4054.957846126987,4054.9531966656837
3.4,23.5,30.0,3.2,19.2,23733.596224850335,6959.0278437612205,4123.110342521843,4123.109876056524,4264.168229888793,4264.179932621955
25.0,20.7,30.0,3.0,20.1,23165.42375410277,5533.5018038549415,3650.459144383382,3650.4643410850053,5165.499966778267,5165.498498001171
21.0,3.5,28.7,3.0,11.0,19871.949114127874,1872.2216793468294,4408.172318654367,4408.171856734305,4591.691425588704,4591.691833803669
25.0,25.0,30.0,3.0,29.4,23760.753394395153,7170.952993957381,3477.0689769458068,3477.0788964539097,4817.829181519433,4817.823345518623
3.0,3.0,30.0,4.1,15.1,24893.749475135668,5792.668285581968,4612.807482324765,4612.814272482246,4937.728457377506,4937.730977369182
24.8,14.6,29.1,3.2,26.5,20243.04983205204,4996.10495000662,4738.942671365955,4738.952782787063,2884.525000414516,2884.524427477884
21.8,23.1,30.0,3.0,30.0,24067.05252922134,6808.88312683409,3437.7250121539573,3437.733184813334,5191.353385073983,5191.357820345972
13.6,23.8,30.0,3.0,6.8,22117.857295521564,4459.890602752122,3494.2918693783004,3494.294824622146,5334.691595593487,5334.688403175509
14.6,14.2,30.0,3.6,22.8,13606.66353566928,752.4522178476435,3984.6457003713726,3984.655221847681,2442.455428371164,2442.45496723142
3.0,25.0,29.9,3.0,13.5,23919.78161955577,6060.384001353691,4342.7325531007955,4342.729880822786,4586.959827420475,4586.975356858023
3.0,3.0,29.8,3.3,18.0,24195.606983771824,7266.205490710437,4188.651089299799,4188.64731032256,4276.04757744633,4276.055515992694
25.0,25.0,29.6,3.3,28.5,23506.815078952404,6883.674797350605,3409.2227495963825,3409.226013105981,4902.343697740653,4902.347821158783
22.2,22.3,30.0,3.2,30.0,24478.14302330915,6885.727038898851,3500.038692336631,3500.046886976519,5296.165204525398,5296.1652005717515
25.0,23.6,29.8,3.3,30.0,24591.10692663177,7235.852488432993,3521.7921699915605,3521.794515592697,5155.8354391055045,5155.832313509019
11.5,23.8,30.0,3.0,24.3,15581.091125951556,614.9773171238473,3373.7563212766763,3373.756616101689,4109.301519106657,4109.299352342688
3.0,25.0,30.0,3.2,13.5,23882.469398792415,5956.941168991622,4355.916213241525,4355.908159582356,4606.843620717067,4606.860236259844
14.0,12.4,30.0,3.0,23.5,11088.230953343216,296.65608411346864,4093.936117001716,4093.9306689965683,1301.855363535139,1301.8527196963257
23.6,24.2,30.0,3.2,28.1,23773.891862557164,6780.56934040415,3323.3988686224975,3323.4036235141634,5173.256063092079,5173.263966924275
14.0,25.0,30.0,3.0,26.0,15369.667109064545,545.667132485177,3212.259787218934,3212.258855257483,4199.739182201707,4199.742151901244
12.6,23.4,29.7,3.0,30.0,16105.93849425347,350.07581805589683,3687.4266114546,3687.430004367563,4190.497371739028,4190.508688636382
12.6,17.5,28.5,3.1,23.5,15633.868542991822,248.0494023235856,3970.770891253194,3970.7863019303313,3722.12588677446,3722.1360607102497
3.0,4.2,30.0,3.7,30.0,-19000000.0,0.0,0.0,0.0,0.0,0.0
25.0,25.0,27.8,3.1,18.0,22222.90654906838,5274.256280090081,3637.993531563176,3637.99917171481,4836.329199690204,4836.328366010106
3.0,22.0,29.9,3.8,21.4,23295.328001333564,6910.813719400554,3929.297242384801,3929.3005345680867,4262.9586307735235,4262.9578742066005
14.0,21.1,29.8,3.5,30.0,18076.453356092155,1305.5983823468748,3482.0649361405094,3482.0667924136924,4903.358712536758,4903.364532654322
21.4,22.8,30.0,3.1,30.0,24010.464784041054,6635.416976920698,3432.464475022995,3432.47430237789,5255.055963772711,5255.053065946763
3.0,25.0,30.0,3.1,26.8,23878.35641107558,6864.428199454175,4923.66571955546,4923.659481954207,3583.303875962297,3583.2991341494376
3.0,3.0,29.8,3.8,12.6,25294.626279652723,4718.584262356456,5040.637332804619,5040.6475734477835,5247.3809049682495,5247.376206075616
3.4,3.0,30.0,4.0,2.9,-18277162.84201566,0.0,0.0,0.0,0.0,0.0
25.0,3.2,29.9,4.2,13.3,18045.053277574087,2749.113162843018,3741.4156915018966,3741.4218588072013,3906.551296285441,3906.551268136528
24.3,22.1,29.8,3.6,20.0,23186.60478203679,5432.221264836013,3382.2874340280023,3382.294352110054,5494.897264781542,5494.904466281181
12.1,23.9,29.6,3.0,22.3,15454.599598066856,420.3827808876677,3264.5347204688155,3264.5328167372177,4252.5773344331055,4252.571945540051
3.0,22.6,29.7,3.6,27.8,24064.42920623989,6292.458495925202,4922.9915299556715,4922.984534939489,3962.9961102627603,3962.998535156765
3.0,14.9,30.0,3.4,29.8,21861.136747767654,5413.296992741669,6626.14913056266,6626.158596844,1597.7630200325061,1597.7690075868145
3.0,22.5,29.6,3.9,27.8,23994.985604651712,6220.424644394049,4823.3820707615305,4823.387692651697,4063.891679360015,4063.8995174844217
3.0,12.3,29.6,3.8,21.8,17598.91802199791,6868.081550400793,4862.1390291444,4862.141888357651,503.2775827316104,503.2779713634556
25.0,24.1,29.1,3.3,30.0,24235.39855089567,7238.19983634708,3536.8770813919223,3536.879952516287,4961.7184361089385,4961.7232445314385
3.1,23.6,29.8,5.2,17.3,22458.300850631837,6213.709866063467,3418.8539595424504,3418.854587708388,4703.43425951375,4703.44817780378
24.1,24.8,30.0,3.4,28.4,23623.44963736535,6823.48291290331,3344.9440283146832,3344.949596393015,5055.0335745865295,5055.039525167812
3.7,24.6,30.0,3.0,27.6,23586.83266194874,6759.704253452406,4905.712530587663,4905.720291468496,3507.848066949052,3507.8475194911243
