v1,v2,v3,v4,v5,v6,v7,fitness,p1,p2,p3,p4,p5
2.5,3.1,10.1,5.9,28.8,23.8,23.6,10117.198011691708,1303.7847967783036,2724.0871655054784,2724.0860782214413,1682.6186799418465,1682.6212912446372
2.0,3.6,3.3,16.5,30.0,15.2,19.5,10961.905552971617,2640.0264659629756,1595.2125159667019,1595.2174673940046,2565.7239247940233,2565.725178853911
1.7,0.7,17.8,3.0,27.4,13.2,22.7,3835.970390390461,934.4311152413514,763.7583501336591,763.7580395663111,687.0112633852759,687.0116220638632
2.0,1.2,16.8,14.0,9.7,25.0,9.8,5093.920513788258,596.3679720609823,998.8046565372409,998.8036449637804,1249.9730198896468,1249.9712203366078
2.5,0.5,13.2,20.9,30.0,24.9,10.1,10705.69099342909,1751.693724428732,2592.198926575432,2592.1996099037347,1884.799274805702,1884.799457715489
2.2,3.2,10.5,13.3,27.7,13.8,15.0,9682.207603365929,1103.9693603600886,1953.4436601266145,1953.4458477426933,2335.6765037408427,2335.67223139569
2.4,1.5,11.3,14.0,30.0,11.1,25.2,-7983940.0857520355,0.0,0.0,0.0,0.0,0.0
1.8,5.0,3.0,19.4,17.4,3.0,19.2,9716.721839306918,2279.2048516425452,2157.1947885932664,2157.191847212857,1561.5664094542817,1561.563942403968
2.2,4.8,3.0,19.2,29.0,16.3,9.5,10933.85259372689,3305.405709724485,1250.4252276145694,1250.4241719787535,2563.79924370151,2563.798240707572
1.7,0.5,22.4,11.5,6.4,3.0,28.8,3844.176283302424,1088.5663710942003,753.4642342859024,753.464813323486,624.340576135717,624.340288463118
2.4,0.5,19.3,24.6,24.1,20.1,12.0,9597.65156138365,2181.7341649767022,2111.836208686951,2111.8346216462987,1596.1229811109895,1596.123584962708
2.4,1.6,14.2,14.1,30.0,21.3,11.4,8751.618393024437,1635.0275269032245,2531.5612098211145,2531.5608104412167,1026.7349440512007,1026.7339018076793
2.4,4.7,16.3,3.0,30.0,25.0,11.1,16912.335358079483,1463.9155939926566,3798.6396966978555,3798.6433063426603,3925.567404720191,3925.5693563261198
2.5,0.6,6.1,24.2,25.5,17.2,23.3,-5324850.937724687,0.0,0.0,0.0,0.0,0.0
1.8,4.8,11.0,25.0,13.2,7.6,18.4,4362.225814216572,50.868700660612625,368.004819453048,368.00498792827784,1787.674411096426,1787.6728950782074
2.2,4.8,9.6,23.9,9.4,3.8,30.0,14326.477172326002,973.626977144528,3138.639448201667,3138.643533227976,3537.781101835821,3537.7861119160107
2.2,5.0,4.8,21.0,12.4,3.0,12.4,14287.187231945125,1768.3958350547487,3242.3175703928637,3242.31836844342,3017.0774331003677,3017.0780249537265
2.3,2.9,3.0,25.0,30.0,12.8,7.2,8972.908623320762,3317.839751152512,1666.3136763175341,1666.3115606225992,1161.2214554110597,1161.2221798170572
2.4,3.4,13.4,23.8,6.9,16.2,21.6,12836.716428140488,2021.2366920915645,3141.698403108574,3141.6997868949425,2266.0398358432067,2266.0417102021997
2.0,2.9,23.5,23.2,0.8,9.2,21.4,-20691199.250936493,0.0,0.0,0.0,0.0,0.0
1.3,2.9,4.1,10.9,18.8,3.0,24.4,3311.812024081275,551.4290918945253,763.2323162635554,763.2329677728419,616.9590790631358,616.9585690872169
1.0,3.4,11.8,7.6,13.4,6.4,6.4,565.2566773721026,452.2246683606427,24.727403139431804,24.727424281749812,31.78860215257786,31.78857943770041
1.6,2.9,18.2,18.3,14.2,8.6,6.4,2817.8644636821527,753.0790597274558,265.9858413821735,265.9850787678808,766.4076038716489,766.4068799329937
2.5,0.5,23.9,24.8,5.8,3.0,30.0,-8261175.527336649,0.0,0.0,0.0,0.0,0.0
2.1,2.8,7.7,6.6,21.2,3.8,30.0,5248.756321643565,316.47454876585607,2098.586378271168,2098.5884495223054,367.55353560761887,367.5534094766165
2.1,2.0,3.0,25.0,5.3,3.0,23.7,12070.95377078866,3363.9413175053814,2523.7757105044725,2523.7754464375002,1829.7289411559282,1829.7323551853765
2.2,4.6,20.0,22.2,14.7,14.3,12.8,-1349461.5473825035,0.0,0.0,0.0,0.0,0.0
2.4,0.5,23.8,3.0,30.0,25.0,27.2,13472.902887815375,2146.6110024088516,3416.589249836189,3416.5892263198684,2246.5567355974126,2246.5566736530545
2.5,2.6,23.7,22.6,14.6,13.6,25.6,8881.270368796411,910.4347052263097,2718.5351927818256,2718.537216865781,1266.8819527239798,1266.8813011985142
1.8,1.4,3.0,21.0,14.4,3.0,20.4,6076.253532995309,930.7607962813327,1473.1170218457778,1473.1169383072809,1099.62889295593,1099.6298836049873
1.9,3.4,3.4,18.2,27.8,11.9,15.2,8842.213278229481,1453.233809463467,654.6701982724531,654.6692452846977,3039.8188055057694,3039.821219703093
2.0,4.2,16.8,14.0,22.8,25.0,30.0,12697.213635292497,4984.810352799262,1810.0014795369675,1810.0043417203126,2046.1973453906364,2046.200115845321
2.1,0.5,25.0,9.5,19.7,25.0,30.0,6971.0822099503675,1646.7002883900964,1178.1629196794677,1178.1637931146217,1484.027863904859,1484.027344861323
2.5,0.5,21.4,3.0,30.0,25.0,23.6,16131.92304216216,3012.502811300318,4435.9427319961105,4435.938762778517,2123.76926132001,2123.769474767203
1.6,3.8,13.0,23.4,15.6,5.8,30.0,5856.210996623449,2054.735845782442,1350.7781476447801,1350.7769923591584,549.9603426575148,549.9596681795533
2.5,3.1,4.1,16.4,30.0,9.6,26.6,-4794737.753001433,0.0,0.0,0.0,0.0,0.0
2.1,3.8,8.9,17.8,11.9,13.4,28.4,9040.89310386347,297.8867934256677,1179.4844308282763,1179.4825379544322,3192.019053880154,3192.02028777494
2.5,0.5,15.3,9.9,30.0,25.0,6.9,10133.595418396315,1941.4066309503196,1955.863750080684,1955.864419304078,2140.2300609833833,2140.23055707785
1.0,4.4,3.8,25.0,13.6,9.6,14.8,764.41789266705,628.3105177010736,8.284271703617287,8.284253516040712,59.7694229947813,59.769426751536976
1.4,4.8,3.0,21.4,17.6,21.6,9.5,7491.720321803331,681.0587880182134,1779.293429927409,1779.287975835467,1626.038042638638,1626.0420853836033
2.5,2.8,17.0,16.5,14.0,25.0,20.6,13168.180881458406,3693.214995506536,3448.364888774752,3448.3630945924997,1289.1182520774787,1289.1196505071398
2.5,2.7,6.6,6.4,18.5,25.0,16.0,5005.324828757364,797.0643146633034,1034.3845452807,1034.38519318202,1069.7460685250303,1069.7447071063102
1.9,5.0,14.6,3.0,7.8,3.0,23.0,11747.968677561024,525.9903547090556,2958.4620490348857,2958.4634906764036,2652.5279370007374,2652.5248461399415
2.4,1.4,14.4,11.6,16.1,21.0,11.2,8383.053471255822,1709.088327799357,2148.5462696399327,2148.5455901898345,1188.43782504889,1188.4354585778074
1.7,5.0,3.0,22.8,23.0,13.2,24.0,6306.414904937254,1603.8698140607457,118.75129087604977,118.75176134278809,2232.5247516675736,2232.5172869900966
1.9,3.5,3.0,22.9,30.0,23.1,8.8,7721.900330731796,2365.707863858235,1581.9461449617709,1581.944674054553,1096.1511999359918,1096.1504479212451
2.0,4.0,6.2,23.2,24.6,3.0,23.2,11629.367637098912,1936.7859254906612,3009.554751452541,3009.559665499859,1836.732959545385,1836.7343351104657
1.4,3.2,8.6,25.0,30.0,3.0,30.0,4977.557106917235,774.5568097447023,1274.1005530335528,1274.105168891865,827.3966538438581,827.3979214032565
2.5,2.9,18.0,3.0,18.1,18.8,27.2,17913.89611455845,3595.019257606255,3384.2899069198597,3384.2872130469004,3775.148191285912,3775.151545699521
2.5,0.5,25.0,3.0,21.0,25.0,21.7,12064.88134205836,2136.73425513401,3027.3955681315515,3027.3948453193657,1936.6781874914848,1936.6784859819466
2.5,5.0,11.3,12.1,7.8,19.9,15.6,-4318163.372869873,0.0,0.0,0.0,0.0,0.0
1.8,1.0,19.7,3.6,19.5,18.4,29.6,4085.2504897593244,1297.8812936677978,203.22468674124394,203.22464721451462,1190.459819292934,1190.4600428428337
2.5,3.7,6.8,20.6,30.0,22.1,21.3,-2343273.236525409,0.0,0.0,0.0,0.0,0.0
2.0,5.0,12.6,19.7,7.0,15.2,12.7,-1475537.8757077563,0.0,0.0,0.0,0.0,0.0
2.3,3.7,9.8,25.0,30.0,3.6,5.0,-2470153.798608095,0.0,0.0,0.0,0.0,0.0
2.1,2.4,3.0,3.0,30.0,13.8,21.7,11136.631491722826,2364.36698805942,2276.6806996005043,2276.6772157353553,2109.453599942579,2109.4529883849673
2.5,4.2,19.0,20.1,23.2,15.9,15.0,-1573931.5099503663,0.0,0.0,0.0,0.0,0.0
2.5,2.4,3.0,10.0,30.0,15.4,28.0,-8483055.960889624,0.0,0.0,0.0,0.0,0.0
1.9,5.0,22.5,25.0,17.4,6.9,15.4,8746.073376395203,2462.2708151033603,796.7281158420216,796.7286106694932,2345.1746116013455,2345.171223178982
2.0,4.9,5.4,23.2,30.0,6.1,15.2,12080.948234504674,2900.3496348293947,1677.2108739355838,1677.2125947250938,2913.0899501018953,2913.0851809127075
1.6,0.5,4.1,4.4,6.8,18.9,30.0,2915.5691542784116,543.7267219654199,408.05275781569,408.05262665863216,777.8682259666047,777.868821872065
1.6,3.2,3.0,25.0,25.9,13.6,8.0,4095.3500087807943,1195.0434964789367,1050.5542390373907,1050.5524536800945,399.5998398285152,399.5999797558568
2.1,0.5,25.0,12.7,7.7,20.6,20.2,4867.384757050937,1168.1707726473167,755.6002098431367,755.5998133166606,1094.006980629315,1094.0069806145082
2.2,5.0,7.0,11.5,12.4,3.0,9.0,10534.608313255918,990.912308807285,4262.023525820435,4262.027653441357,509.8210165061037,509.8238086807384
2.2,5.0,3.0,25.0,30.0,15.2,22.5,10846.370185023316,2006.7232777306808,390.6773071942657,390.67700020574995,4029.1488367244465,4029.1437631681733
1.8,5.0,4.6,25.0,20.3,5.9,20.0,8923.585507714313,2589.5940513161872,1427.571778029238,1427.5681441029571,1739.4253159568934,1739.4262183090377
2.5,3.1,13.7,21.8,28.8,7.4,15.2,10036.648071126696,2215.9779616465994,667.7242366926622,667.7226670639349,3242.6112789454196,3242.6119267780805
2.5,0.5,12.5,25.0,30.0,25.0,30.0,-20000000.0,0.0,0.0,0.0,0.0,0.0
1.6,4.4,3.0,10.2,30.0,17.3,19.5,5133.957914994892,1722.6153430572813,149.13784107655286,149.13787703152425,1556.532783512312,1556.5340703172217
2.4,3.4,12.4,23.8,14.3,18.8,11.3,-7538096.210309397,0.0,0.0,0.0,0.0,0.0
2.5,0.5,25.0,6.9,15.6,25.0,28.0,7710.967864781599,1780.3484668488643,1029.091645027961,1029.0920079545917,1936.2176389926665,1936.2181059575153
2.2,5.0,3.0,8.3,26.2,25.0,25.4,14721.48493850022,3749.365656986835,1447.795823597386,1447.8021676174808,4038.2627580125786,4038.2585322859395
1.7,3.6,3.0,15.2,30.0,19.9,12.9,10991.238959512766,2269.981411368466,2440.1612936187644,2440.157353622822,1920.4708593796647,1920.4680415230494
2.4,3.6,3.0,16.4,10.9,10.0,13.8,-5147242.263527064,0.0,0.0,0.0,0.0,0.0
2.5,5.0,13.6,13.4,30.0,11.1,16.4,4524.567056522124,2119.4075604319382,549.7224216438775,549.7242643231983,652.8538607499329,652.8589493731765
1.7,1.7,12.5,14.2,10.9,9.8,23.6,5011.943681550553,1121.1346872947051,1133.2765798761998,1133.278250318784,812.1276273253998,812.1265367354646
1.7,4.6,3.0,25.0,9.7,3.0,25.0,11698.705205091686,2429.4719692790945,2560.199539120257,2560.1988939272696,2074.416477852568,2074.418324912498
1.6,5.0,9.9,13.9,13.8,9.1,30.0,1735.6952109085923,206.24609608458718,160.28544389077706,160.28527724682172,604.4396020558961,604.4387916305103
1.6,1.7,7.6,14.0,27.6,22.2,20.6,4122.308801317135,568.2210895654224,798.2510169340202,798.2512197412173,978.7936886700335,978.7917864064416
0.5,3.4,7.8,23.2,16.4,10.1,6.6,173.0032706979428,7.016670288606997,34.13702365304484,34.13685651604449,48.856277746993904,48.85644249325257
1.8,2.4,15.2,10.4,17.4,25.0,8.0,5519.858018532408,1286.5558853202483,963.0507972025839,963.0501028980158,1153.6002897284923,1153.6009433830677
2.5,0.5,25.0,15.8,5.8,20.0,30.0,9319.065505023167,1542.286062536501,1798.7162459244803,1798.7164109911655,2089.6730021824947,2089.673783388526
2.2,0.5,25.0,14.0,16.2,11.0,30.0,7374.970301243776,1662.2525451184902,1464.2404780741044,1464.24011402914,1392.1181223045933,1392.1190417174482
1.6,5.0,4.6,25.0,13.2,3.0,22.0,7510.680408621859,1628.2129507229138,1752.7142306710114,1752.71032932039,1188.52217459951,1188.520723308034
2.5,0.6,5.8,20.6,3.6,19.4,30.0,-2800000.0,0.0,0.0,0.0,0.0,0.0
2.5,2.2,12.0,9.7,28.8,25.0,21.6,6653.422013296354,1637.8221597062263,505.1407025996003,505.1428690106835,2002.6583385055528,2002.6579434742905
2.5,4.9,12.4,25.0,7.7,6.2,29.5,14474.208339687371,944.8635853152216,2619.225661458431,2619.2240890835915,4145.446088296662,4145.448915533464
2.2,1.8,10.7,25.0,11.1,25.0,30.0,9987.361504473087,951.1112312338462,2080.429621638981,2080.422722168092,2437.7001640279896,2437.6977654041775
2.1,0.8,3.0,25.0,30.0,9.5,6.4,7982.067770578897,2254.2508428592696,1317.3697131926617,1317.3688713803422,1546.5394213060003,1546.5389218406233
2.5,4.0,8.2,21.4,18.9,22.9,10.7,-3327867.562906057,0.0,0.0,0.0,0.0,0.0
2.5,4.0,3.0,4.6,30.0,13.4,19.2,13358.358688838169,3526.7213858072246,4319.761715626479,4319.758441928387,596.0580575002945,596.0590879757842
2.5,0.5,23.6,3.0,24.7,25.0,30.0,13733.269841186559,2030.780216389677,3857.332943625963,3857.3310172671113,1993.9129015775172,1993.9127623262905
2.3,2.6,16.2,3.0,30.0,22.3,16.0,12807.330360547547,3171.0228318545414,3624.0979860693683,3624.096716427046,1194.0575468532513,1194.0552793433405
2.4,0.5,11.8,5.6,27.8,21.5,13.7,6840.935487805698,1437.4266286592858,922.2854988687899,922.2856193859952,1779.4679186331866,1779.4698222584414
2.3,4.5,3.4,3.0,30.0,22.0,7.7,19315.040865088733,4663.858038461451,4135.399846275233,4135.400192075549,3190.18739168675,3190.1953965897505
2.5,5.0,24.2,13.1,9.6,25.0,19.6,16001.62325685224,5744.086911559049,694.7659003132038,694.7654803683398,4434.003217597144,4434.001747014502
2.5,2.2,24.5,3.9,8.0,25.0,25.9,9938.629643745753,2013.481490239213,2461.107837799082,2461.108026027645,1501.4657107564237,1501.4665789233889
2.5,1.0,25.0,3.0,27.8,25.0,30.0,15263.897014115171,2680.149800259262,3826.1832182949593,3826.185225844631,2465.6895057645966,2465.6892639517228
2.2,0.8,15.6,3.0,30.0,14.2,30.0,10892.436631925775,1566.2424672949426,3430.188885424621,3430.189356591276,1232.9075341683506,1232.9083884465856
2.0,5.0,22.7,13.8,30.0,12.8,13.9,4090.6545137853486,2818.4634543507086,219.0077877276739,219.00789449460115,417.08865708887805,417.08672012348677
1.5,5.0,4.8,25.0,6.9,3.0,24.5,6867.7072289648195,1285.747324909446,1714.149084012779,1714.149400346904,1076.8299810469223,1076.8314386487684
2.3,5.0,3.1,9.8,18.4,20.4,14.0,13214.462650246229,1332.9965929372843,731.5862166580409,731.579348597093,5209.156388176317,5209.144103877494
2.5,1.4,14.0,18.4,9.8,4.9,20.4,7458.619689519052,1933.5423270006122,1192.6665034508214,1192.6669436706866,1569.8723461041864,1569.871569292746
2.5,4.6,8.8,16.8,2.5,15.0,9.8,-13199658.396412274,0.0,0.0,0.0,0.0,0.0
2.4,2.8,7.2,3.0,30.0,17.6,27.8,14261.50487719516,331.059773465976,3883.8198520804185,3883.8212433949225,3081.4027089811775,3081.401299272666
2.3,5.0,3.0,20.4,19.2,9.7,25.4,14379.147236849878,1946.336871316193,1252.335508576177,1252.342022616205,4964.073446860063,4964.059387481238
2.4,1.6,23.4,3.0,9.2,25.0,17.7,14681.87497127747,2599.4478319594127,3579.062844857926,3579.062395837023,2462.150708538153,2462.151190084955
2.2,5.0,3.0,5.6,29.2,16.2,22.6,16022.931119990524,2860.6920643359404,4485.381799425888,4485.371193449695,2095.7323516788183,2095.7537111001816
1.4,5.0,3.0,25.0,6.3,3.0,9.5,4937.707709409164,1196.762883572565,1306.861018036643,1306.8609096130492,563.6116064036426,563.6112917832645
2.5,0.9,3.0,14.0,26.6,15.6,26.3,-16744235.88078006,0.0,0.0,0.0,0.0,0.0
2.5,2.0,15.2,11.8,24.1,21.1,15.9,9336.150733683182,2221.502410376814,2114.3839324849773,2114.38645122884,1442.9385995448504,1442.9393400477004
2.5,5.0,3.0,25.0,8.6,3.0,24.9,17191.473568576705,4136.220231590929,3432.3062894041022,3432.287646218517,3095.323862737309,3095.3355386258495
1.9,5.0,4.0,8.7,18.4,11.9,11.1,3164.9938539544355,1798.027388136943,420.4585719671381,420.45814886366026,263.0248315956262,263.0249133910676
2.4,0.5,21.7,4.1,26.1,23.6,30.0,8104.701461450133,2275.108664797586,1063.4209423505051,1063.4216948962357,1851.374845130437,1851.3753142753692
1.8,4.8,3.0,25.0,20.2,12.4,25.6,5972.625692334617,1972.279158826654,174.2179496441364,174.21839342911363,1825.9571396810497,1825.9530507536635
1.8,4.5,7.0,25.0,15.6,3.0,23.5,11159.68746119349,2106.3663855688637,2982.5522629749694,2982.552721477019,1544.107854679847,1544.1082364927918
2.2,5.0,3.0,3.0,21.8,24.6,0.0,-8800000.0,0.0,0.0,0.0,0.0,0.0
2.0,0.5,25.0,25.0,26.1,25.0,30.0,-8200000.000000003,0.0,0.0,0.0,0.0,0.0
2.5,3.4,13.4,3.0,18.7,22.8,30.0,13548.22102335881,884.5523143065541,3547.0042842129546,3546.9966617740256,2784.8329426623905,2784.8348204028866
2.2,3.6,13.8,25.0,21.3,6.2,29.4,7289.089641490386,1611.7135636976836,1725.371024963466,1725.3685050485758,1113.3178653611742,1113.318682419487
2.5,1.9,3.0,25.0,25.1,24.8,25.2,-19552786.40450005,0.0,0.0,0.0,0.0,0.0
1.4,1.8,12.6,3.0,30.0,23.8,2.0,-1599999.9999999995,0.0,0.0,0.0,0.0,0.0
2.3,2.0,14.4,25.0,15.8,14.9,11.2,10481.76134667296,2426.244440959775,2642.2796227270587,2642.2781265593185,1385.4778954245744,1385.481261002233
2.4,1.2,5.2,3.0,20.0,25.0,6.0,10468.691287054817,521.035251316002,2757.252458252625,2757.250574067515,2216.5753959023323,2216.5776075163435
1.9,5.0,3.0,25.0,0.5,3.8,8.8,-6600000.0,0.0,0.0,0.0,0.0,0.0
2.4,2.7,11.0,10.8,14.2,10.7,30.0,5513.010981806571,989.4257520255718,928.6216879893283,928.6210611191296,1333.1749611515827,1333.1675195209593
2.5,0.5,18.0,25.0,14.7,12.0,25.2,8666.378034207115,2021.9758502598877,1420.5809234837398,1420.5807359964185,1901.6206279491653,1901.619896517903
2.5,0.5,25.0,10.3,1.4,13.4,30.0,-7200000.0,0.0,0.0,0.0,0.0,0.0
2.5,2.2,20.2,11.7,19.0,14.6,18.2,-13983356.41740347,0.0,0.0,0.0,0.0,0.0
2.4,2.0,9.0,18.0,16.8,15.2,19.8,-10992686.188526722,0.0,0.0,0.0,0.0,0.0
1.8,5.0,4.8,25.0,16.9,16.2,9.0,7670.454872720278,1125.2892323726842,1193.5891671587576,1193.5953964801379,2078.991417952338,2078.989658756361
1.6,3.4,3.0,25.0,22.9,5.6,22.4,4371.152547658387,1555.4461136454854,981.3193779241707,981.3192741251347,426.53330816578847,426.534473797808
2.3,2.6,25.0,3.0,0.0,4.6,21.3,-9200000.0,0.0,0.0,0.0,0.0,0.0
2.4,2.6,3.0,16.7,30.0,25.0,6.9,14420.665349607607,4894.428620249361,3533.905631155139,3533.8959629866667,1229.2178404691733,1229.2172947472675
1.6,3.8,16.5,22.6,23.7,3.0,19.8,6456.430105382453,1742.845565273849,1515.4236654977838,1515.4243818578186,841.3685923110065,841.3679004419952
2.3,2.9,4.8,3.0,30.0,14.8,30.0,15687.15984158929,2296.4907842935418,3910.5967656123107,3910.599535606655,2784.73926377485,2784.733492301932
2.2,5.0,12.8,22.1,5.6,3.0,13.4,10007.482328488597,509.95440105842556,2658.314568127587,2658.3106781498973,2090.4502841949006,2090.452396957787
2.4,0.5,16.0,3.0,30.0,25.0,30.0,13639.209285473498,1657.6375912489707,3746.7709200957706,3746.7683154517977,2244.0159177213527,2244.0165409556057
2.4,0.6,25.0,3.8,23.4,17.8,30.0,9836.429166928045,1973.063038814934,1991.674471295228,1991.6726075822073,1940.009881733875,1940.0091675018002
2.4,3.0,18.8,3.0,19.8,25.0,30.0,14283.443955108334,3825.6576010068675,3545.0347626074345,3545.036350030284,1683.857706408194,1683.8575350555525
2.0,3.0,20.8,8.2,19.8,24.4,14.6,2356.1050453334706,1121.4110827216484,118.38720541999452,118.38723811249656,498.9598349514649,498.9596841278661
2.5,4.2,13.4,3.0,18.7,25.0,30.0,14845.080876670376,392.24617591732004,3917.642956204643,3917.6482682913606,3308.775257198204,3308.768219058849
2.4,3.4,18.4,25.0,11.0,7.9,30.0,7002.459998257673,3051.2581827200947,481.5322178126791,481.53374764970994,1494.0683019364058,1494.0675481387834
2.5,2.6,14.2,3.0,18.0,25.0,7.4,10732.612793875851,2139.0853836830875,3178.6409793093258,3178.6388646748837,1118.123819371642,1118.123746836913
2.2,1.2,3.0,25.0,23.2,3.0,30.0,10327.16311104202,1993.890487645095,2363.215213343871,2363.2148076657163,1803.421367725161,1803.4212346621769
2.4,1.4,5.0,11.8,14.4,21.7,1.7,-6199999.999999999,0.0,0.0,0.0,0.0,0.0
2.2,1.2,25.0,3.4,13.8,25.0,27.6,8321.984376630096,1268.5760501576342,2082.107817209603,2082.1093656781413,1444.594692527744,1444.5964510569738
2.5,5.0,3.0,25.0,30.0,5.8,18.0,21788.61571347801,6345.583021519085,3293.3110489214323,3293.308818443042,4428.206048070422,4428.206776524031
2.0,5.0,3.0,3.0,18.1,20.6,0.2,-7600000.0,0.0,0.0,0.0,0.0,0.0
2.2,0.5,25.0,3.0,3.6,25.0,28.8,-1600000.0000000005,0.0,0.0,0.0,0.0,0.0
2.0,1.6,3.0,17.6,15.9,3.0,25.2,7312.543446289565,1737.7135678008178,2210.712753313906,2210.709600409191,576.7041942036177,576.7033305620329
1.8,4.2,3.0,25.0,15.6,3.0,18.4,9613.421762967502,2790.0080812998804,2503.1571726692578,2503.1555100240803,908.5507805607489,908.5502184135349
2.4,1.9,8.7,22.0,26.0,25.0,17.8,-1736896.0376455397,0.0,0.0,0.0,0.0,0.0
2.2,4.7,3.0,25.0,10.4,7.3,9.6,9992.657962700612,3339.5256052729255,883.9626558852773,883.9623068678659,2442.6007005867336,2442.6066940878104
2.2,4.2,3.0,15.8,5.3,7.2,16.6,7368.858305876308,2679.8205915613944,665.9111163520371,665.9114136132616,1678.6092436726224,1678.6059406769925
1.8,0.5,25.0,3.0,30.0,25.0,30.0,5787.249898954882,1040.01675602749,1046.6307759433764,1046.630698648092,1326.985755505103,1326.985912830821
2.1,4.4,3.0,3.0,28.6,24.6,24.8,15617.924707984384,3953.0840882318357,3676.2451084806553,3676.239365175541,2156.1782531115286,2156.177892984823
2.4,3.2,16.8,3.0,30.0,23.1,28.8,17459.917363249646,4586.289612005844,4564.58588484891,4564.582008477639,1872.229523698565,1872.230334218686
2.5,2.5,11.6,14.0,30.0,17.6,29.1,-12578409.87388821,0.0,0.0,0.0,0.0,0.0
2.2,4.9,3.0,4.8,8.9,18.0,14.0,10480.65946224014,2722.5066325893276,2025.5054272113089,2025.5044534711526,1853.5672700861687,1853.575678882183
2.3,1.1,24.6,3.0,23.8,20.3,30.0,11270.675453790955,2052.967172556693,2778.4123876746507,2778.415960767447,1830.4390414724623,1830.4408913197021
2.4,5.0,6.3,3.0,17.4,13.5,30.0,13610.725206460298,5330.821202421754,3715.203364373679,3715.202771730408,424.74808476167425,424.74978317278243
2.5,5.0,3.0,13.1,13.0,16.0,21.4,-2226986.749568887,0.0,0.0,0.0,0.0,0.0
2.5,2.0,25.0,3.0,4.7,25.0,20.8,-599999.9999999997,0.0,0.0,0.0,0.0,0.0
2.2,2.0,3.0,20.6,30.0,17.2,9.6,8631.50591201838,2904.9058589825927,1754.3321940439575,1754.332004265658,1108.967885673382,1108.9679690527892
2.3,3.6,3.0,5.3,30.0,17.4,23.7,15452.557559479932,4081.910969967978,2523.9318988311943,2523.9367989626508,3161.389528989594,3161.388362728514
2.4,4.9,12.7,23.9,0.0,9.0,21.8,-9600000.0,0.0,0.0,0.0,0.0,0.0
2.3,3.6,3.0,3.0,30.0,18.8,30.0,20061.166447620086,4588.512566526174,4260.584167243148,4260.584652596875,3475.741718630672,3475.7433426232215
2.2,2.8,3.0,18.6,30.0,5.5,25.4,13017.260868092695,4084.924992843256,1457.667942998326,1457.669213971742,3008.5005186832077,3008.498199596165
2.0,3.6,3.1,15.2,30.0,19.9,9.9,12286.933580694787,2543.896478412317,2367.654579802572,2367.6578406961858,2503.861681123624,2503.863000660089
2.1,2.1,3.2,24.0,20.8,3.0,13.9,10380.197389035895,2416.868660443118,2417.3201120566832,2417.3220774712377,1564.345828107065,1564.3407109577906
2.2,5.0,22.8,9.8,13.8,25.0,19.8,12393.685387897567,3865.245724308109,199.25241148052856,199.25334503486266,4064.9731492272304,4064.9607578468376
2.5,1.1,21.7,3.0,10.0,25.0,23.2,13047.991026818609,1673.8331236105892,3711.1724950110424,3711.175634154572,1975.9054079273715,1975.9043661150329
2.2,4.0,7.2,16.6,25.0,10.3,20.7,-2344836.9395800945,0.0,0.0,0.0,0.0,0.0
2.3,1.8,6.6,7.0,30.0,21.9,6.5,6402.855452232424,988.5758035881535,640.2077788202582,640.2064668824653,2066.933037023073,2066.932365918473
2.3,0.5,22.0,5.8,15.8,25.0,25.2,6566.134641610115,1254.2436011657358,910.2105165736835,910.2102619329122,1745.7355921499434,1745.7346697878397
1.7,4.6,5.2,13.0,5.5,7.8,11.8,3913.4356465043757,1199.390204811272,263.38805080084177,263.3887680071347,1093.6324433983145,1093.6361794868124
2.2,2.2,3.0,16.6,22.6,14.0,17.6,-6328797.757115703,0.0,0.0,0.0,0.0,0.0
2.3,4.6,3.0,3.0,20.5,22.1,10.4,15210.64251180392,3232.3092052837737,3323.2099858681177,3323.205803601329,2665.9566473375285,2665.9608697131716
2.4,5.0,11.6,6.4,12.3,24.7,19.2,14281.777967272265,1228.981240558334,1658.5702315014462,1658.571204345194,4867.823304637144,4867.831986230148
2.2,0.5,12.1,10.0,28.9,12.6,8.0,-1568780.4581186029,0.0,0.0,0.0,0.0,0.0
2.5,2.0,10.2,15.8,21.0,25.0,4.8,-400000.00000000035,0.0,0.0,0.0,0.0,0.0
2.2,0.5,14.0,3.9,30.0,16.5,27.6,7896.399500561141,1186.9542013533264,1401.6967679683646,1401.6984525345529,1953.02443667903,1953.025642025867
2.2,1.3,7.0,25.0,25.1,13.5,9.4,7444.881741921981,715.4492329448901,1712.266785656824,1712.2690544990164,1652.4475417132232,1652.4491271080283
2.4,0.5,19.4,3.0,30.0,19.4,25.8,15098.111727552885,2725.741158028091,3856.2962720102396,3856.296821554447,2329.8886597921173,2329.888816167992
2.4,4.7,6.8,25.0,21.5,3.0,30.0,18778.317417893166,2592.6559593828533,4697.171855375847,4697.178391200734,3395.6624155588834,3395.6487963748477
2.2,1.0,24.0,25.0,7.7,12.0,30.0,-2070672.9057566698,0.0,0.0,0.0,0.0,0.0
2.3,4.2,13.7,22.4,19.8,3.0,30.0,15644.872991343993,1534.381528379551,4122.798027051898,4122.795721592838,2932.4533731489587,2932.444341170745
1.8,1.9,15.6,14.0,25.1,7.9,30.0,5179.547820285383,1089.903213717684,637.8215131844183,637.8188528452113,1407.0010644295678,1407.0031761085006
