v1,v2,v3,v4,v5,v6,v7,fitness,p1,p2,p3,p4,p5
2.5,5.0,14.0,3.0,30.0,14.6,17.8,10333.668113859165,1758.7033797670624,2941.5513815313293,2941.546950904751,1345.9336436912454,1345.9327579647756
2.5,4.1,3.0,25.0,29.6,3.0,26.8,21360.824510532613,6125.425830357081,4938.157478545537,4938.16180564862,2679.5415684598215,2679.5378275215535
2.5,4.1,3.0,3.0,29.4,22.6,8.3,23677.15170009696,5323.560452343758,5072.964397961492,5072.970867157418,4103.8290181436,4103.826964490692
2.5,4.9,3.0,14.0,30.0,24.2,12.4,14030.231219942318,2377.193168953954,770.6978329698672,770.7006750958781,5055.819732460355,5055.819810462265
2.5,5.0,14.0,25.0,30.0,3.0,24.8,14013.110175249112,282.1358334102938,2877.1411435791083,2877.1368022639026,3988.339897046239,3988.3564989495676
2.3,5.0,25.0,3.0,30.0,25.0,21.7,19752.26027313389,6024.408166865002,3077.734034086509,3077.7395218353527,3786.1896105447195,3786.1889398023054
2.4,4.6,25.0,3.0,30.0,25.0,30.0,19036.028419645132,4938.59630602706,3675.274386950443,3675.279597330041,3373.438853044259,3373.4392762933257
2.5,4.8,24.3,14.0,26.6,24.6,30.0,20597.50071625637,6771.98628105888,569.4216909251038,569.4211801524865,6343.3318599494505,6343.339704170449
2.4,5.0,25.0,3.0,30.0,20.3,22.5,20152.483715582766,6636.364360587433,3156.8962653252534,3156.9021012300436,3601.1688271915173,3601.152161248518
2.4,4.8,4.2,25.0,10.1,3.0,20.3,16276.849979176764,3741.5737384952026,3545.4116557019124,3545.4131037320694,2722.222916078582,2722.2285651689963
2.4,5.0,25.0,3.2,30.0,24.9,29.4,22834.11283722839,6887.108943410967,2937.755591424945,2937.7557435452513,5035.744065192994,5035.748493654232
2.5,4.6,25.0,3.0,29.4,24.7,23.6,21572.098790780132,5738.34080593358,4004.056033339581,4004.0663844306805,3912.8167995316862,3912.8187675446047
2.4,4.7,3.0,14.2,29.2,13.1,19.3,4692.581709483077,2594.225394299316,214.21605875893076,214.21531883062352,834.962799846924,834.9621377472828
2.5,4.2,3.0,25.0,30.0,3.0,12.7,24102.37756967355,5720.572393184544,5083.979988527637,5083.984026607453,4106.922480023278,4106.918681330638
2.5,4.7,3.0,3.0,30.0,22.1,25.1,22954.8824597068,4926.117960645426,5541.438161079856,5541.443898177451,3472.939008582951,3472.9434312211147
2.5,4.7,13.4,14.0,30.0,10.8,24.6,-7446116.1388198305,0.0,0.0,0.0,0.0,0.0
2.3,4.2,13.6,3.0,28.0,25.0,30.0,12762.455433215511,1053.2935042825136,3862.14261584147,3862.1502847388138,1992.4355506802444,1992.4334776724695
2.4,5.0,13.3,14.0,30.0,13.6,26.9,-12948600.156764884,0.0,0.0,0.0,0.0,0.0
2.5,4.9,3.9,25.0,28.4,3.0,24.6,22254.46720051563,6831.655805450784,4331.760952751439,4331.752436170272,3379.646747915292,3379.6512582278433
2.2,5.0,13.4,14.0,30.0,14.0,27.9,-13399999.999999998,0.0,0.0,0.0,0.0,0.0
2.5,4.8,3.4,3.0,28.4,3.0,30.0,-16799999.999999996,0.0,0.0,0.0,0.0,0.0
2.4,5.0,4.3,14.0,30.0,14.1,29.0,-17190024.87577582,0.0,0.0,0.0,0.0,0.0
2.5,4.8,3.0,25.0,30.0,3.0,12.9,23825.088577802948,5887.129468595318,4309.871353480874,4309.859603332665,4659.11006136049,4659.1180910336
2.4,4.2,24.8,3.2,28.2,25.0,30.0,19032.579954563298,5297.827655521439,4105.396902515514,4105.399385230819,2761.9780056314307,2761.978005664096
2.3,5.0,25.0,3.1,30.0,25.0,29.0,21481.65082027294,6707.138054640759,3000.4594747053698,3000.465763974961,4386.790187640595,4386.7973393112525
2.4,4.9,3.0,3.0,22.6,18.7,29.4,20862.449771374668,6430.080119176572,4204.811657044667,4204.819106065456,3011.365268906898,3011.3736201810707
2.5,4.8,3.0,25.0,25.4,4.0,13.4,21018.218346183334,5009.408751007711,4100.761709765008,4100.760463727838,3903.643564355696,3903.643857327077
2.5,4.8,3.0,3.3,30.0,22.2,22.6,21483.795330369107,4337.495921363674,5203.661931347956,5203.664534878673,3369.4866723650007,3369.4862704138027
2.4,4.4,3.0,25.0,19.8,3.0,12.9,18822.984324872305,4572.976926844099,4325.331038537339,4325.329181897696,2799.673247494414,2799.6739300987565
2.4,5.0,23.9,3.0,30.0,25.0,23.6,21247.474152056726,6610.913599747588,3111.6476580092212,3111.6507002185954,4206.6302938467325,4206.63190023459
2.5,5.0,3.3,3.0,26.3,3.6,30.0,-12503334.074403476,0.0,0.0,0.0,0.0,0.0
2.4,4.8,24.6,3.0,30.0,13.2,25.2,18591.441136905993,5286.118559634215,5022.503940331248,5022.500420910203,1630.153262376607,1630.1649536537186
2.5,4.4,3.0,24.6,28.0,3.0,17.2,22972.225180141613,5709.772459525231,4818.365930832883,4818.369424047517,3812.85804313558,3812.8593226004004
2.5,4.2,3.0,25.0,30.0,3.0,13.0,24163.282070947018,5787.3340701591815,5109.534669366222,5109.537640544312,4078.44065690201,4078.4350339752937
2.5,4.6,24.8,3.0,30.0,24.7,23.6,21637.509484294253,5867.411471033758,4030.9035068383932,4030.907000245362,3854.1452022104286,3854.1423039663127
2.4,4.8,13.2,25.0,28.4,3.0,16.3,16290.926036160454,547.1235658971673,3888.5676232837086,3888.564715180277,3983.3268768928256,3983.343254906474
2.5,5.0,3.9,14.0,24.7,11.0,30.0,-7819688.01713191,0.0,0.0,0.0,0.0,0.0
2.4,4.8,3.0,25.0,30.0,3.0,18.6,22207.6589529901,6249.9831864817,4173.202188173034,4173.207570021852,3805.637838518709,3805.6281697948043
2.5,4.6,3.0,25.0,30.0,3.0,16.0,23324.58816454418,5778.466278638064,4681.211143890888,4681.208013957343,4091.8501151129503,4091.8526129449356
2.4,4.9,3.2,25.0,30.0,3.1,23.0,22239.177829587297,6915.228570226668,4042.613868200705,4042.615507644803,3619.3592894501585,3619.3605940649627
2.5,4.0,3.0,25.0,16.9,3.2,30.0,21164.738849081987,4994.171546946597,5199.079918067588,5199.073359022753,2886.2082270363394,2886.2057980087075
2.5,4.6,25.0,14.0,29.4,25.0,27.2,16616.869075686052,5213.441478439564,667.754580334486,667.7559005171187,5033.959653024725,5033.9574633701595
2.4,4.4,3.3,3.1,29.4,24.1,8.3,20995.202218440838,4977.248885912891,4586.470536690081,4586.472703390166,3422.504649194203,3422.5054432534994
2.5,4.8,3.0,4.2,25.4,3.0,19.8,-8545743.149378922,0.0,0.0,0.0,0.0,0.0
2.4,5.0,13.9,25.0,24.2,4.2,26.8,14667.465221134422,684.501774172415,2462.2092408738695,2462.208643351208,4529.2718399325195,4529.27372280441
2.3,5.0,18.8,3.0,26.9,23.2,27.4,19549.17871414472,4724.052463519793,2661.4708434176587,2661.4723210255947,4751.088938739304,4751.094147442372
2.5,4.7,13.4,14.0,30.0,14.0,18.8,5967.787047022431,2089.9972944563096,795.4061281111896,795.4019225182743,1143.4924939261707,1143.4892080104867
2.5,4.2,3.7,14.0,13.4,14.0,28.4,8535.381319717766,3260.7696348214977,971.4297819189671,971.4281064982304,1665.8784724455224,1665.8753240335484
2.4,4.8,14.0,3.0,12.8,25.0,30.0,18318.172722972533,1508.0774573983126,4064.2987897698513,4064.2947617951763,4340.749156701874,4340.752557307317
2.5,4.7,13.8,24.4,23.2,5.6,30.0,16342.91681213056,919.911822466522,2940.6292760811325,2940.629964461442,4770.873625365348,4770.872123756116
2.4,5.0,3.0,3.6,30.0,12.4,24.8,16160.54441698083,4706.476369692977,5222.939867939103,5222.9422862534,504.0938880647485,504.0920050306029
2.2,5.0,3.2,3.0,26.5,25.0,29.6,20082.27889016061,5886.204766674989,4088.506267261028,4088.5025212045657,3009.530755804443,3009.5345792155867
2.5,4.8,3.3,25.0,30.0,3.0,23.3,23291.291948825976,7261.092129514447,4274.958041168226,4274.943494870408,3740.14282132009,3740.155461952808
2.5,4.9,3.0,25.0,5.8,3.0,25.8,18681.57820259182,5503.525609818881,4040.2657285776745,4040.2553313793323,2548.766549606013,2548.7649832099187
2.5,4.4,13.6,14.0,30.0,10.7,26.8,-10806524.052351037,0.0,0.0,0.0,0.0,0.0
2.5,5.0,25.0,25.0,29.7,3.0,30.0,22630.23153264303,6378.88659987419,3097.882666822746,3097.8859783678868,5027.785049105328,5027.791238472877
2.4,4.6,3.2,25.0,30.0,3.0,30.0,21361.070598162714,5590.280124663916,4840.063217608755,4840.068018142993,3045.3299898975592,3045.3292478494905
2.5,4.6,3.0,24.7,19.4,3.0,30.0,22738.02168340673,4977.261352666365,5456.814928818717,5456.810080516862,3423.5674902316127,3423.567831173173
2.4,4.6,14.5,14.3,13.6,14.2,30.0,4908.742738064668,1173.775307548241,841.7090477080652,841.7064321157605,1025.7754807239116,1025.7764699686895
2.5,4.7,25.0,3.0,27.8,25.0,30.0,22360.51171721505,6254.106086313807,3668.6014260455904,3668.6030597546874,4384.596578534456,4384.604566566507
2.5,4.1,3.0,25.0,30.0,3.0,4.4,-12399999.999999998,0.0,0.0,0.0,0.0,0.0
2.5,4.6,3.0,25.0,26.9,3.0,26.8,23119.11504004104,6081.201962527416,5042.6191084497605,5042.620518400955,3476.336315363806,3476.337135299101
2.4,4.8,24.0,3.1,30.0,24.4,27.9,21646.468703018843,6413.546635657928,3523.2153090376673,3523.214514656497,4093.2445033541694,4093.2477403125795
2.4,4.9,3.3,24.9,18.5,3.2,24.1,19768.202775219703,4634.489119429944,4009.357636368031,4009.3439070316117,3557.501728820574,3557.5103835695427
2.5,4.7,3.0,25.0,30.0,3.0,27.6,24084.460149632054,6824.8967698709,5117.6565427958585,5117.6592600709755,3512.1254155950714,3512.12216129925
2.5,5.0,25.0,3.0,28.8,25.0,30.0,22547.929353190113,6208.343441679179,3024.9534622587835,3024.9586662392157,5144.83224961994,5144.841533392994
2.5,4.9,14.8,13.6,29.4,14.6,21.9,-4867254.049578443,0.0,0.0,0.0,0.0,0.0
2.5,4.5,14.0,14.0,30.0,12.4,21.4,-2504857.8170967666,0.0,0.0,0.0,0.0,0.0
2.4,4.4,3.0,25.0,25.7,3.0,30.0,19999.875465326542,4910.220053677103,4779.905499936378,4779.910010923713,2764.919775167104,2764.9201256222445
2.4,5.0,24.4,25.0,17.2,14.0,30.0,13858.010008524037,4185.977442111128,669.0558936012006,669.0635442333936,4166.953001298028,4166.960127280287
2.4,3.8,3.0,25.0,27.3,3.0,13.0,19774.534379129076,5081.299959008761,4509.173215071032,4509.174406162718,2837.4422934665804,2837.444505419981
2.4,4.9,3.0,25.0,29.3,3.0,9.9,20312.747055777716,3797.6629046587846,3727.9603648797697,3727.9630785475797,4529.578713157537,4529.581994534044
2.5,5.0,3.0,3.0,23.8,8.8,25.8,-7729710.679857626,0.0,0.0,0.0,0.0,0.0
2.4,4.6,3.0,25.0,29.0,4.0,18.0,20626.970560460893,5058.541446888731,4129.654018683328,4129.652315390846,3654.560877894106,3654.561901603884
2.5,4.5,3.0,25.0,26.4,3.0,23.5,21783.811291580092,5694.73071964921,4538.362881574743,4538.366558841527,3506.175147947139,3506.1759835674707
2.4,4.3,3.0,13.2,17.8,14.2,24.5,-5651568.356448042,0.0,0.0,0.0,0.0,0.0
2.4,5.0,3.0,3.1,30.0,25.0,26.5,20752.49690990964,5003.835829855193,4799.596164936066,4799.604115652914,3074.727098644914,3074.733700820553
2.5,4.0,14.0,3.2,27.6,3.0,22.7,-10191840.131808612,0.0,0.0,0.0,0.0,0.0
2.5,5.0,3.9,14.0,30.0,3.4,18.1,15631.918426964306,6754.096381540863,3946.809356420104,3946.801845290969,492.10287564277917,492.1079680695904
2.4,5.0,14.6,3.2,26.8,13.9,23.7,13462.020321646272,2257.290572918639,3441.0461137335465,3441.0249184829263,2161.3399785251904,2161.318737985969
2.3,5.0,25.0,3.0,29.4,25.0,30.0,21595.041430159064,6646.079282718801,2930.9823656887556,2930.9822549944906,4543.495434038023,4543.502092718995
2.5,4.6,3.0,13.9,30.0,11.2,17.1,5338.525364744318,2879.2773888195084,190.54873241497043,190.54812427806064,1039.075688131507,1039.075431100272
2.5,4.8,25.0,8.5,30.0,25.0,30.0,20394.220160185603,6366.804983929239,704.3464584163964,704.3459716841362,6309.364287234481,6309.358458921351
2.4,4.9,14.0,3.3,30.0,21.4,22.7,17565.50330646369,1973.7385430858028,3259.5564417653463,3259.5641245730485,4536.326436899305,4536.317760140189
2.5,4.3,3.0,25.0,27.2,4.5,11.9,21018.12856010401,5070.436886762447,4232.269021757372,4232.2676479737565,3741.574561230598,3741.580442379836
2.5,4.5,3.0,25.0,30.0,3.0,7.6,-4800000.000000001,0.0,0.0,0.0,0.0,0.0
2.5,5.0,3.0,24.9,30.0,3.0,10.3,21155.597380650845,4658.866098861896,3737.8039035572683,3737.8046827221438,4510.563546752925,4510.5591487566135
2.4,4.8,3.3,25.0,30.0,3.0,16.9,22394.987727923948,6130.505955243541,4229.602891035919,4229.607803885406,3902.6357892830683,3902.635288476013
2.5,4.4,4.6,23.5,25.3,3.2,21.8,20926.707821390755,5009.988738912595,4301.241757106468,4301.233549315091,3657.1169419939997,3657.1268340626016
2.5,4.6,3.3,3.0,30.0,3.0,30.0,-20000000.0,0.0,0.0,0.0,0.0,0.0
2.4,5.0,3.0,3.0,19.8,25.0,22.8,19458.74250621024,5387.730580478235,3830.6607014471397,3830.6577563086935,3204.84349173401,3204.8499762421648
2.5,4.6,24.8,3.0,21.7,25.0,30.0,20719.71306950259,4410.905365931616,3928.9137350251713,3928.919532532069,4225.492375744736,4225.482060269
2.3,5.0,3.0,25.0,28.2,25.0,12.4,17337.78706471125,2111.7806786204774,3665.3588881196188,3665.348586442382,3947.6503333181595,3947.648578210613
2.5,4.8,3.0,25.0,24.1,3.1,14.8,21299.47146307362,5328.892267523955,4272.454206818211,4272.452933826345,3712.8349921133386,3712.83706279177
2.5,4.7,14.8,24.9,29.6,3.0,25.3,15927.705880504516,710.8813511691498,3572.027005865416,3572.024143353024,4036.386070514075,4036.387309602852
2.3,4.8,25.0,3.0,21.2,24.8,30.0,18531.558085741264,3676.669768050789,3663.7810448338896,3663.776842628706,3763.6696817956504,3763.66074843223
2.4,4.5,3.0,24.8,19.7,11.6,30.0,11587.982563828777,3524.446051722628,607.6396867472357,607.6398396603654,3424.12795383684,3424.129031861707
2.4,4.9,25.0,3.0,30.0,23.4,30.0,23545.55835704681,7054.761178126972,3272.236814131556,3272.241960667527,4973.159079304845,4973.159324815912
2.5,5.0,25.0,13.9,30.0,14.4,24.3,-8556224.399264026,0.0,0.0,0.0,0.0,0.0
2.3,5.0,25.0,25.0,27.6,3.0,30.0,21139.88964885998,6681.174320958955,3059.106454016229,3059.1085070166387,4170.2474870532205,4170.252879814934
2.3,4.8,3.0,3.0,20.6,25.0,30.0,20285.663552926377,5725.780079992141,3910.395786265309,3910.394655049411,3369.5462963257446,3369.546735293771
2.5,4.0,3.4,3.0,19.4,3.0,29.8,24261.37144010445,7072.049400386707,4284.215668617609,4284.216068033427,4310.445921416734,4310.4443816499725
2.5,4.4,3.0,25.0,22.7,3.0,18.3,21004.943960248787,5136.2173426836,4741.730698532515,4741.727730953915,3192.6376467701684,3192.630541308589
2.4,5.0,25.0,25.0,24.6,3.0,22.2,20306.125200872473,5758.46458514788,2824.772399805193,2824.771834498839,4449.068833135207,4449.047548285355
2.4,4.9,25.0,3.0,25.9,25.0,30.0,21941.695658836252,6302.092570236771,2986.939645946192,2986.935294197057,4832.865010294847,4832.863138161385
2.5,4.4,3.0,14.0,26.0,14.0,30.0,-12000000.0,0.0,0.0,0.0,0.0,0.0
2.5,4.8,25.0,24.9,23.8,3.2,23.0,20841.21860778305,5613.93003939102,3223.9427813815078,3223.933769033765,4389.7062989952765,4389.705718981482
2.4,4.9,13.5,3.0,30.0,13.4,26.5,14276.759813654602,1257.3903240771417,4747.1733117963795,4747.180610370453,1762.5056088456013,1762.5099585650264
2.4,4.6,3.0,3.1,13.8,24.4,30.0,22142.692637016684,5001.529885603209,4503.849144318532,4503.846433868634,4066.7401909340533,4066.726982292255
2.5,5.0,13.0,25.0,30.0,3.0,18.7,15870.212651428224,408.2140158522106,3900.0412085989547,3900.047340204207,3830.9545934054236,3830.9554933674285
2.3,5.0,14.1,14.0,30.0,14.1,29.8,-17952786.40450004,0.0,0.0,0.0,0.0,0.0
2.3,4.9,3.3,25.0,30.0,3.0,14.9,21125.949005523486,5369.712223040526,4041.6303804740874,4041.636691641612,3836.488749180263,3836.480961186996
2.5,4.8,3.0,3.0,29.1,3.0,25.6,-13000000.0,0.0,0.0,0.0,0.0,0.0
2.5,4.8,3.0,3.0,27.2,4.8,17.0,21836.157939895587,6484.460113999118,4153.9422689707135,4153.939731199237,3521.9062825094943,3521.909543217026
2.4,4.9,3.0,3.0,7.0,25.0,30.0,-5199999.999999999,0.0,0.0,0.0,0.0,0.0
2.4,4.8,3.0,3.2,13.6,21.5,23.0,19394.533998897532,4073.4497042858648,4048.6705565067223,4048.6563158223425,3611.877274227808,3611.880148054794
2.4,4.1,3.0,25.0,21.0,3.0,28.1,19964.81198713971,4811.8811410350245,5024.180588028421,5024.179386195509,2552.2836499194755,2552.2872219612805
2.4,4.8,3.9,25.0,28.4,3.0,24.6,21327.96491788445,6159.356892673593,4175.236877586961,4175.226588931752,3409.0708980183304,3409.073660673812
2.4,5.0,25.0,25.0,29.7,3.0,25.1,22172.683420235153,6294.078528713422,2719.8787059796464,2719.8707857889094,5219.420614004348,5219.434785748824
2.4,4.9,14.2,3.0,30.0,14.4,24.0,15396.900004008923,2810.3711084458937,4236.327678259439,4236.325569124261,2056.932453628398,2056.94319455093
2.4,4.6,14.0,3.1,27.7,24.0,28.3,15635.849632524665,523.5844228241709,3881.3216360530187,3881.3344812185073,3674.8073773454635,3674.8017150835035
2.4,4.8,3.0,25.0,30.0,3.0,23.8,22140.016054050677,6695.242023974024,4212.285410607356,4212.282659301585,3510.099034300951,3510.1069258667603
2.5,4.8,3.0,25.0,30.0,3.0,18.0,23765.363028500822,6784.407080876291,4281.038197624859,4281.042440478146,4209.435711649445,4209.439597872083
2.4,4.5,14.0,3.0,28.2,14.0,29.0,12927.47920331944,555.1203325246986,4660.123752636374,4660.123024022094,1526.0553277703561,1526.056766365916
2.4,4.6,25.0,3.0,18.4,25.0,30.0,19981.634254972367,3375.4468654756733,4324.863159613037,4324.871480162695,3978.2283942526205,3978.2243554683387
2.4,4.9,18.4,13.9,30.0,15.8,25.2,-8875272.400687752,0.0,0.0,0.0,0.0,0.0
2.4,4.8,4.6,24.8,30.0,3.0,19.9,21053.800208098746,5945.359576229366,3877.2263075976566,3877.2320871915326,3676.992588406827,3676.9896486733633
2.4,4.9,13.3,25.0,30.0,3.0,19.0,14896.84555444846,424.75861577230967,3164.022324385383,3164.023725449849,4072.020660983875,4072.020227857044
2.5,4.9,3.0,14.0,30.0,13.0,30.0,-18000000.0,0.0,0.0,0.0,0.0,0.0
2.5,4.6,14.0,14.0,20.3,13.7,29.2,-2189890.511285455,0.0,0.0,0.0,0.0,0.0
2.4,4.6,3.0,3.0,20.5,25.0,26.2,20272.523425306565,5116.70647791796,4252.894770491831,4252.881884566402,3325.0166421643958,3325.0236501659733
2.5,4.2,3.2,25.0,19.6,3.0,22.3,20156.597959497994,5324.243058182358,4531.558058946387,4531.551655726922,2884.6225841874384,2884.6226024548887
2.3,5.0,19.5,3.3,24.3,23.2,25.9,19005.748298266237,4556.486789514545,2588.667092591146,2588.6634670754584,4635.9617827838965,4635.969166301192
2.4,5.0,3.8,14.0,19.0,14.0,30.0,4620.683354635678,1592.3705188682284,258.0053448488394,258.0023426769596,1256.1480544026047,1256.1570938390466
2.4,5.0,14.2,13.9,29.5,13.8,30.0,-18180196.09728144,0.0,0.0,0.0,0.0,0.0
2.5,4.2,14.0,14.0,23.9,14.2,30.0,-7793444.384266295,0.0,0.0,0.0,0.0,0.0
2.5,4.7,13.8,5.5,0.5,14.0,30.0,-12369906.795210075,0.0,0.0,0.0,0.0,0.0
2.4,4.6,14.0,14.0,30.0,3.0,26.2,12369.814121422096,319.51470328505786,4464.833598709206,4464.842100719059,1560.3163756221343,1560.3073430866364
2.4,4.8,25.0,3.5,28.5,24.9,26.9,20980.407217970922,5852.603943340239,3452.339085988407,3452.341175885727,4111.563569395243,4111.559443361304
2.3,4.4,3.0,25.0,25.8,3.0,22.6,18505.837553886457,5072.965522823484,4029.3964699553153,4029.3964288960733,2687.0372603906544,2687.0418718209276
2.4,4.4,3.3,25.0,29.8,3.0,30.0,19998.474361412358,5082.41704140971,4636.897168641899,4636.898385105786,2821.1317364311476,2821.1300298238157
2.5,5.0,14.4,14.4,24.6,13.8,23.4,-17316718.427000247,0.0,0.0,0.0,0.0,0.0
2.5,4.6,14.0,3.0,22.5,24.7,30.0,15494.851168778736,256.0585329490125,3726.7970474505096,3726.800403403591,3892.602343566306,3892.592841409317
2.5,5.0,13.2,14.2,28.4,13.8,30.0,-16701515.49950587,0.0,0.0,0.0,0.0,0.0
2.5,4.1,14.0,25.0,17.8,3.2,30.0,17795.873301972377,2062.2444545113767,4841.603563568461,4841.59992999413,3025.2138859170823,3025.2114679813253
2.5,4.1,13.8,25.0,26.1,3.0,30.0,16813.341141267138,2156.1505907096052,4630.605455795401,4630.598636358702,2697.9947431482838,2697.9917152551475
2.5,4.6,3.0,25.0,30.0,3.0,19.4,23202.908662268717,6583.663024189177,4502.706278752388,4502.712184195063,3806.917174028152,3806.9100011039377
2.5,4.4,3.0,25.0,30.0,3.0,10.0,22002.78976250133,4284.965451408115,4405.664171173622,4405.661951440554,4453.249824092801,4453.248364386237
2.4,4.4,3.0,25.0,19.8,3.0,30.0,20044.90462575094,4452.8810926494325,4883.421482740507,4883.428688884909,2912.5873800785253,2912.585981397567
2.3,5.0,3.0,25.0,30.0,3.0,17.9,21273.602133085533,6062.095452175484,3770.822875433048,3770.825172554416,3834.9219640672945,3834.936668855291
2.5,5.0,23.4,24.8,28.4,12.6,21.4,18367.674523228652,6143.253960562848,214.3623446679872,214.36208367970232,5897.8465644297885,5897.849569888325
2.5,4.0,3.4,3.0,17.7,3.0,30.0,25121.112013282174,6438.720147259987,4671.991745658309,4671.996007583391,4669.206944932702,4669.197167847788
2.3,5.0,25.0,3.0,28.2,25.0,30.0,21376.290619960466,6453.97703211397,2866.13692338303,2866.1416306333076,4595.017667264828,4595.01736656533
2.4,4.3,14.4,25.0,17.8,14.0,30.0,11556.86353153042,2276.459518558469,1306.4773179900621,1306.4743495905784,3333.7250415362323,3333.7273038550784
2.4,5.0,14.3,3.0,30.0,13.2,23.4,12907.854560121717,2451.2416722949797,3580.1995945944295,3580.1978707452363,1648.1096473235675,1648.1057751635042
2.5,5.0,24.8,3.0,29.2,25.0,30.0,22512.210095949256,6204.246334201764,3043.7181417285096,3043.718869037026,5110.255157907291,5110.271593074668
2.5,4.8,14.0,14.0,30.0,13.9,30.0,-19800000.0,0.0,0.0,0.0,0.0,0.0
2.5,4.6,25.0,25.0,29.9,3.0,30.0,21155.61938411121,6185.104938176635,3706.0927760500863,3706.1017822156477,3779.1670070079927,3779.1528806608467
2.4,4.8,13.3,14.3,28.0,14.0,15.9,5547.672519870062,1785.462564168576,845.1207992836305,845.1201847072298,1035.9853847844636,1035.983586926162
2.5,4.8,14.0,14.0,26.8,23.4,30.0,-140493.46030974874,0.0,0.0,0.0,0.0,0.0
2.5,4.6,3.0,25.0,30.0,3.7,19.9,22172.77936584307,5828.1310227463,4239.095995538903,4239.102363242166,3933.227188266434,3933.2227960492687
2.5,4.4,3.0,25.0,26.6,3.0,21.8,21473.44829042083,5637.588028058815,4482.791503819733,4482.783995041811,3435.1380264957197,3435.146737004751
2.5,4.6,13.6,14.0,24.1,14.0,25.4,-17400000.000000007,0.0,0.0,0.0,0.0,0.0
2.5,4.9,25.0,14.0,28.8,3.0,23.2,16212.66079447833,4136.8210282597765,4049.651295981102,4049.6559390666107,1988.2634391172044,1988.2690920536368
2.5,4.6,14.0,14.4,20.1,14.6,29.4,-1395699.421907853,0.0,0.0,0.0,0.0,0.0
2.4,4.8,24.4,3.8,30.0,23.3,30.0,22350.17089145949,6255.271965679913,3366.116998624667,3366.121880312094,4681.3424149443035,4681.317631898509
2.4,4.8,3.0,25.0,30.0,3.0,19.4,22084.233482923588,6335.617415611146,4124.631846571017,4124.628050781306,3749.679962512829,3749.6762074472886
2.4,5.0,24.6,3.3,30.0,25.0,25.7,21882.212403471924,6813.30477024867,3078.6069930180784,3078.6091862070953,4455.844593717347,4455.8468602807325
2.5,4.7,3.0,14.0,28.7,3.0,24.5,20683.663802012143,6193.043535156257,5914.743507208625,5914.7420573298505,1330.5702786930233,1330.5644236243863
2.4,4.9,13.5,14.0,26.0,14.0,30.0,-11200000.0,0.0,0.0,0.0,0.0,0.0
2.4,4.7,3.0,25.0,28.2,3.0,19.4,21500.560241987387,5849.574211699579,4290.344966963433,4290.343463935858,3535.148126721674,3535.149472666841
2.4,5.0,13.8,14.0,30.0,14.0,21.6,-2400000.0000000023,0.0,0.0,0.0,0.0,0.0
2.5,4.6,3.0,25.0,28.4,3.0,24.6,22872.45387602804,6443.8179399056,4612.029762231827,4612.030533061972,3602.2886366374623,3602.287004191183
2.3,5.0,23.6,3.0,24.1,3.0,23.3,-16799999.999999996,0.0,0.0,0.0,0.0,0.0
2.4,4.8,24.6,3.1,28.4,24.8,30.0,21395.76302626454,6063.148125826747,3438.8823905926824,3438.8859686951905,4227.425183792634,4227.421357357285
2.4,5.0,25.0,3.0,30.0,25.0,23.5,21329.689700684194,6745.449395293644,3150.2901155909076,3150.300820876138,4141.82225944533,4141.827109478173
2.5,4.8,3.0,3.0,22.5,25.0,30.0,23396.535002395474,7172.153093799665,4272.769101825335,4272.769073560116,3839.42061377782,3839.4231194325357
2.4,5.0,13.6,14.0,30.0,14.8,24.3,-7688266.8550734725,0.0,0.0,0.0,0.0,0.0
2.5,4.1,3.0,25.0,29.4,3.0,9.5,-1000000.0,0.0,0.0,0.0,0.0,0.0
2.4,4.9,13.6,25.0,29.8,3.0,22.0,14430.0267942437,207.2646971816813,3082.239402090922,3082.240296055929,4029.145809227585,4029.136589687583
2.5,4.7,13.9,14.1,30.0,14.0,21.0,-1998888.9231803243,0.0,0.0,0.0,0.0,0.0
2.5,4.8,24.9,3.0,30.0,25.0,30.0,23872.69403296327,7293.5208488989665,3507.3681149961353,3507.370527144892,4782.217071419011,4782.217470504265
2.5,5.0,25.0,25.0,30.0,3.7,30.0,22634.340626367368,6185.994087329404,2975.0213684480036,2975.022336948576,5249.145762134087,5249.157071507297
2.4,4.8,3.7,3.2,23.8,21.5,29.4,21929.419832566753,6100.102164539624,4032.293872658207,4032.2940487584765,3882.363222553521,3882.3665240569235
2.4,5.0,25.0,14.0,30.0,14.0,23.2,-5599999.999999998,0.0,0.0,0.0,0.0,0.0
2.5,4.4,3.0,25.0,24.0,3.0,30.0,22109.2227173463,5062.372825441048,5350.72187977832,5350.72144272901,3172.7054798636564,3172.7010895342655
2.5,4.6,3.5,25.0,23.9,3.0,24.1,21620.67048476758,5548.353123877783,4497.7867831561225,4497.783384742475,3538.374444242122,3538.372748749074
2.5,4.8,3.0,25.0,29.0,3.0,19.2,23175.052182249725,6718.404783599728,4263.597898503989,4263.60869383524,3964.7195935049717,3964.7212128057936
2.4,4.9,3.0,25.0,28.3,3.1,26.6,22284.126215457156,6322.363255215815,4704.2054531320655,4704.1951080199615,3276.676227268401,3276.6861718209143
2.5,5.0,24.6,25.0,30.0,3.2,15.8,21175.152216151655,4654.553725410156,3022.125877978294,3022.1225237597882,5238.1625706806135,5238.187518322801
